id	chromosome	start	end	length	total_kmers	matched_kmer_positions	match_count	match_fraction
negative_409	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	65844697	65845607	910	886	156	181	0.176072
negative_410	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	197306397	197307298	901	877	168	185	0.191562
negative_411	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	156459819	156460682	863	839	153	172	0.182360
negative_412	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	114181786	114182642	856	832	168	195	0.201923
negative_413	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	194330083	194331026	943	919	154	171	0.167573
negative_414	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	99983473	99984342	869	845	172	192	0.203550
negative_415	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	210713629	210714607	978	954	180	195	0.188679
negative_416	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	138992235	138993121	886	862	161	180	0.186775
negative_417	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	38645867	38646766	899	875	169	186	0.193143
negative_418	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	57776429	57777366	937	913	164	184	0.179628
negative_419	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	246515420	246516295	875	851	157	174	0.184489
negative_420	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	82264278	82265222	944	920	167	198	0.181522
negative_421	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	245029218	245030138	920	896	153	172	0.170759
negative_422	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	218020293	218021144	851	827	148	161	0.178960
negative_423	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	105949006	105949900	894	870	166	194	0.190805
negative_424	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	228136022	228136880	858	834	139	161	0.166667
negative_425	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	169575941	169576935	994	970	167	187	0.172165
negative_426	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	233379095	233380020	925	901	163	179	0.180910
negative_427	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	24173079	24173999	920	896	185	201	0.206473
negative_428	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	228357570	228358555	985	961	158	189	0.164412
negative_429	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	124241765	124242664	899	875	166	188	0.189714
negative_430	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	18551860	18552741	881	857	158	184	0.184364
negative_431	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	160683497	160684354	857	833	134	148	0.160864
negative_432	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	206265295	206266168	873	849	164	183	0.193168
negative_433	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	7766189	7767148	959	935	159	178	0.170053
negative_434	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	36605272	36606258	986	962	200	220	0.207900
negative_435	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	65182035	65182890	855	831	164	185	0.197353
negative_436	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	26277593	26278457	864	840	176	198	0.209524
negative_437	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	73277740	73278612	872	848	143	159	0.168632
negative_438	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	109195243	109196235	992	968	174	202	0.179752
negative_439	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	165511660	165512613	953	929	187	207	0.201292
negative_440	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	203233722	203234592	870	846	140	151	0.165485
negative_441	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	199035896	199036787	891	867	148	170	0.170704
negative_442	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	13227148	13228029	881	857	154	167	0.179697
negative_443	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	93183970	93184953	983	959	175	187	0.182482
negative_444	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	203818364	203819291	927	903	159	172	0.176080
negative_445	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	131435307	131436245	938	914	170	192	0.185996
negative_446	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	15862785	15863726	941	917	179	199	0.195202
negative_447	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	97108815	97109698	883	859	150	168	0.174622
negative_448	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	163020420	163021281	861	837	146	168	0.174432
negative_449	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	18627416	18628364	948	924	165	191	0.178571
negative_450	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	72720085	72721009	924	900	181	195	0.201111
negative_451	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	183807882	183808865	983	959	175	193	0.182482
negative_452	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	9478036	9478891	855	831	149	166	0.179302
negative_453	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	58838078	58839018	940	916	153	178	0.167031
negative_454	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	204887681	204888630	949	925	173	185	0.187027
negative_455	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	162766207	162767099	892	868	176	198	0.202765
negative_456	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	94068920	94069821	901	877	144	167	0.164196
negative_457	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	224096502	224097384	882	858	141	154	0.164336
negative_458	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	226791127	226792122	995	971	200	219	0.205973
negative_459	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	125979036	125979911	875	851	172	181	0.202115
negative_460	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	22271523	22272483	960	936	173	195	0.184829
negative_461	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	71013101	71014046	945	921	181	201	0.196526
negative_462	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	91660984	91661940	956	932	178	194	0.190987
negative_463	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	20928551	20929546	995	971	179	202	0.184346
negative_464	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	172082776	172083763	987	963	192	210	0.199377
negative_465	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	172505057	172505910	853	829	154	174	0.185766
negative_466	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	219516875	219517753	878	854	156	170	0.182670
negative_467	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	77882133	77882997	864	840	164	178	0.195238
negative_468	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	155439917	155440917	1000	976	197	221	0.201844
negative_469	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	239450030	239450931	901	877	167	190	0.190422
negative_470	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	194211780	194212715	935	911	167	192	0.183315
negative_471	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	77115172	77116149	977	953	167	189	0.175236
negative_472	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	21222407	21223337	930	906	181	199	0.199779
negative_473	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	211477887	211478850	963	939	157	172	0.167199
negative_474	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	5167516	5168445	929	905	182	200	0.201105
negative_475	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	92590198	92591099	901	877	159	172	0.181300
negative_476	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	17768936	17769908	972	948	193	209	0.203586
negative_477	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	165727744	165728738	994	970	164	191	0.169072
negative_478	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	123419691	123420568	877	853	151	167	0.177022
negative_479	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	92307215	92308149	934	910	164	187	0.180220
negative_480	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	92264319	92265171	852	828	149	168	0.179952
negative_481	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	21084131	21085060	929	905	152	167	0.167956
negative_482	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	64857032	64857983	951	927	164	184	0.176915
negative_483	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	212851375	212852365	990	966	160	175	0.165631
negative_484	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	233770653	233771596	943	919	172	198	0.187160
negative_485	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	94902960	94903949	989	965	189	213	0.195855
negative_486	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	134412327	134413292	965	941	185	215	0.196599
negative_487	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	189465248	189466175	927	903	182	204	0.201550
negative_488	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	250264631	250265547	916	892	146	158	0.163677
negative_489	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	20365377	20366282	905	881	173	191	0.196368
negative_490	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	37576591	37577524	933	909	167	184	0.183718
negative_491	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	46141540	46142508	968	944	174	195	0.184322
negative_492	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	165772739	165773698	959	935	156	171	0.166845
negative_493	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	134646346	134647328	982	958	176	190	0.183716
negative_494	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	67694371	67695293	922	898	187	211	0.208241
negative_495	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	235203632	235204544	912	888	133	144	0.149775
negative_496	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	239192293	239193184	891	867	190	211	0.219146
negative_497	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	149918887	149919770	883	859	164	198	0.190920
negative_498	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	63931452	63932425	973	949	170	180	0.179136
negative_499	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	111923035	111923932	897	873	160	177	0.183276
negative_500	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	120584222	120585208	986	962	164	179	0.170478
negative_501	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	203805272	203806140	868	844	162	185	0.191943
negative_502	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	243548610	243549505	895	871	142	154	0.163031
negative_503	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	49589891	49590847	956	932	177	195	0.189914
negative_504	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	205395116	205396045	929	905	150	165	0.165746
negative_505	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	56839056	56840039	983	959	173	193	0.180396
negative_506	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	249829234	249830084	850	826	147	162	0.177966
negative_507	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	88099500	88100391	891	867	153	166	0.176471
negative_508	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	79284807	79285657	850	826	143	157	0.173123
negative_509	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	97077775	97078649	874	850	138	145	0.162353
negative_510	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	233953802	233954768	966	942	165	182	0.175159
negative_511	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	150833532	150834514	982	958	173	205	0.180585
negative_512	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	114564064	114565011	947	923	161	183	0.174431
negative_513	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	212736860	212737776	916	892	167	190	0.187220
negative_514	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	169442249	169443182	933	909	162	181	0.178218
negative_515	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	227835380	227836359	979	955	186	211	0.194764
negative_516	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	213312028	213312913	885	861	151	166	0.175377
negative_517	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	60335933	60336801	868	844	159	174	0.188389
negative_518	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	213741912	213742797	885	861	128	145	0.148664
negative_519	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	78598917	78599819	902	878	165	176	0.187927
negative_520	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	66634114	66634989	875	851	133	151	0.156287
negative_521	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	78062501	78063417	916	892	168	192	0.188341
negative_522	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	242734422	242735373	951	927	165	180	0.177994
negative_523	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	173784203	173785180	977	953	158	180	0.165792
negative_524	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	31196826	31197760	934	910	162	183	0.178022
negative_525	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	101410309	101411187	878	854	144	160	0.168618
negative_526	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	11967207	11968068	861	837	160	179	0.191159
negative_527	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	162847021	162847928	907	883	170	188	0.192525
negative_528	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	216155183	216156155	972	948	180	209	0.189873
negative_529	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	228899501	228900437	936	912	150	169	0.164474
negative_530	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	17326252	17327181	929	905	156	175	0.172376
negative_531	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	12376697	12377612	915	891	167	188	0.187430
negative_532	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	69697441	69698423	982	958	201	217	0.209812
negative_533	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	130270165	130271021	856	832	153	169	0.183894
negative_534	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	54552577	54553538	961	937	173	189	0.184632
negative_535	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	15780452	15781372	920	896	162	176	0.180804
negative_536	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	113047678	113048620	942	918	177	194	0.192810
negative_537	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	219434738	219435589	851	827	147	167	0.177751
negative_538	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	152279105	152279964	859	835	141	169	0.168862
negative_539	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	2930655	2931534	879	855	150	171	0.175439
negative_540	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	248260480	248261359	879	855	165	193	0.192982
negative_541	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	190451491	190452447	956	932	155	171	0.166309
negative_542	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	215854475	215855408	933	909	170	202	0.187019
negative_543	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	20366382	20367348	966	942	169	186	0.179406
negative_544	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	47357895	47358768	873	849	159	182	0.187279
negative_545	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	57412513	57413387	874	850	152	175	0.178824
negative_546	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	2728323	2729298	975	951	177	191	0.186120
negative_547	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	43812893	43813873	980	956	198	226	0.207113
negative_548	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	61897464	61898363	899	875	162	173	0.185143
negative_549	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	190710862	190711752	890	866	164	181	0.189376
negative_550	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	108071750	108072647	897	873	162	187	0.185567
negative_551	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	209587935	209588848	913	889	165	180	0.185602
negative_552	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	110858027	110859027	1000	976	189	213	0.193648
negative_553	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	10502296	10503151	855	831	145	161	0.174489
negative_554	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	102291964	102292857	893	869	139	155	0.159954
negative_555	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	78677733	78678667	934	910	160	175	0.175824
negative_556	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	127211321	127212259	938	914	158	182	0.172867
negative_557	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	150681803	150682693	890	866	145	165	0.167436
negative_558	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	163429419	163430301	882	858	167	198	0.194639
negative_559	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	131112175	131113173	998	974	189	216	0.194045
negative_560	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	157204146	157204996	850	826	151	173	0.182809
negative_561	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	123789985	123790849	864	840	150	177	0.178571
negative_562	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	56650010	56650929	919	895	166	186	0.185475
negative_563	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	54505589	54506446	857	833	153	169	0.183673
negative_564	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	241354444	241355344	900	876	155	165	0.176941
negative_565	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	209549256	209550162	906	882	161	181	0.182540
negative_566	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	65446186	65447064	878	854	175	192	0.204918
negative_567	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	147694760	147695649	889	865	168	195	0.194220
negative_568	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	120175660	120176546	886	862	184	205	0.213457
negative_569	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	43239944	43240932	988	964	203	229	0.210581
negative_570	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	21325400	21326281	881	857	143	156	0.166861
negative_571	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	74453686	74454651	965	941	168	183	0.178533
negative_572	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	40890706	40891623	917	893	174	197	0.194849
negative_573	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	57860254	57861230	976	952	186	204	0.195378
negative_574	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	222765179	222766178	999	975	185	207	0.189744
negative_575	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	153174389	153175244	855	831	135	161	0.162455
negative_576	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	98168671	98169644	973	949	188	219	0.198103
negative_577	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	1173490	1174423	933	909	180	201	0.198020
negative_578	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	122566243	122567116	873	849	151	183	0.177856
negative_579	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	175207144	175208134	990	966	172	188	0.178054
negative_580	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	211275976	211276868	892	868	180	191	0.207373
negative_581	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	123768338	123769271	933	909	165	184	0.181518
negative_582	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	216472318	216473277	959	935	178	197	0.190374
negative_583	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	32279063	32280024	961	937	175	194	0.186766
negative_584	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	242988994	242989852	858	834	141	155	0.169065
negative_585	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	15128527	15129489	962	938	165	189	0.175906
negative_586	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	112668220	112669176	956	932	172	199	0.184549
negative_587	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	179709001	179709960	959	935	172	192	0.183957
negative_588	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	44764443	44765301	858	834	151	167	0.181055
negative_589	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	235947925	235948880	955	931	170	184	0.182599
negative_590	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	42261115	42262088	973	949	184	208	0.193888
negative_591	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	104597845	104598744	899	875	152	171	0.173714
negative_592	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	176297275	176298174	899	875	162	179	0.185143
negative_593	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	83307218	83308116	898	874	180	198	0.205950
negative_594	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	20247569	20248436	867	843	148	170	0.175563
negative_595	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	46804507	46805425	918	894	172	187	0.192394
negative_596	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	99801096	99802015	919	895	170	192	0.189944
negative_597	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	149523700	149524616	916	892	167	192	0.187220
negative_598	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	34216334	34217313	979	955	195	219	0.204188
negative_599	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	88931074	88931991	917	893	160	176	0.179171
negative_600	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	65205276	65206176	900	876	147	163	0.167808
negative_601	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	150711151	150712057	906	882	156	178	0.176871
negative_602	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	178936141	178937031	890	866	178	200	0.205543
negative_603	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	55242451	55243397	946	922	182	212	0.197397
negative_604	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	53348781	53349652	871	847	135	155	0.159386
negative_605	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	130252163	130253137	974	950	186	206	0.195789
negative_606	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	33235604	33236515	911	887	153	166	0.172492
negative_607	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	110487978	110488859	881	857	164	182	0.191365
negative_608	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	9610924	9611784	860	836	169	186	0.202153
negative_609	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	86315529	86316522	993	969	184	207	0.189886
negative_610	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	143537200	143538109	909	885	171	192	0.193220
negative_611	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	129433796	129434787	991	967	186	212	0.192347
negative_612	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	213246065	213247040	975	951	198	223	0.208202
negative_613	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	151696408	151697320	912	888	173	200	0.194820
