transcript_id	gene_id	transcript_name	gene_name	high_confident_pass_count	genome_count
ENST00000810380.1	ENSG00000305315.1	ENST00000810380	ENSG00000305315	11	11
ENST00000810379.1	ENSG00000305315.1	ENST00000810379	ENSG00000305315	11	11
ENST00000810486.1	ENSG00000305334.1	ENST00000810486	ENSG00000305334	11	11
ENST00000810488.1	ENSG00000305334.1	ENST00000810488	ENSG00000305334	11	11
ENST00000810487.1	ENSG00000305334.1	ENST00000810487	ENSG00000305334	11	11
ENST00000647736.1	ENSG00000229345.2	ENST00000647736	ENSG00000229345	11	11
ENST00000419620.1	ENSG00000229345.2	ENST00000419620	ENSG00000229345	11	11
ENST00000748151.1	ENSG00000297470.1	ENST00000748151	ENSG00000297470	11	11
ENST00000422343.2	ENSG00000228142.4	ENST00000422343	ENSG00000228142	11	11
ENST00000821226.1	ENSG00000228142.4	ENST00000821226	ENSG00000228142	11	11
ENST00000580326.3	ENSG00000228142.4	ENST00000580326	ENSG00000228142	11	11
ENST00000821224.1	ENSG00000228142.4	ENST00000821224	ENSG00000228142	11	11
ENST00000821223.1	ENSG00000228142.4	ENST00000821223	ENSG00000228142	11	11
ENST00000821228.1	ENSG00000228142.4	ENST00000821228	ENSG00000228142	11	11
ENST00000821225.1	ENSG00000228142.4	ENST00000821225	ENSG00000228142	11	11
ENST00000821227.1	ENSG00000228142.4	ENST00000821227	ENSG00000228142	11	11
ENST00000821229.1	ENSG00000228142.4	ENST00000821229	ENSG00000228142	11	11
ENST00000433656.2	ENSG00000175611.15	ERCC6L2-AS1-205	ERCC6L2-AS1	11	11
ENST00000828074.1	ENSG00000307709.1	ENST00000828074	ENSG00000307709	11	11
ENST00000600140.2	ENSG00000268926.3	ENST00000600140	ENSG00000268926	11	11
ENST00000649169.1	ENSG00000268926.3	ENST00000649169	ENSG00000268926	11	11
ENST00000412446.6	ENSG00000175611.15	ERCC6L2-AS1-202	ERCC6L2-AS1	11	11
ENST00000660645.1	ENSG00000175611.15	ERCC6L2-AS1-209	ERCC6L2-AS1	11	11
ENST00000660143.1	ENSG00000175611.15	ERCC6L2-AS1-208	ERCC6L2-AS1	11	11
ENST00000759683.1	ENSG00000298993.1	ENST00000759683	ENSG00000298993	11	11
ENST00000805844.1	ENSG00000175611.15	ERCC6L2-AS1-215	ERCC6L2-AS1	11	11
ENST00000429781.1	ENSG00000175611.15	ERCC6L2-AS1-204	ERCC6L2-AS1	11	11
ENST00000669049.1	ENSG00000175611.15	ERCC6L2-AS1-210	ERCC6L2-AS1	11	11
ENST00000805846.1	ENSG00000175611.15	ERCC6L2-AS1-217	ERCC6L2-AS1	11	11
ENST00000427259.1	ENSG00000175611.15	ERCC6L2-AS1-203	ERCC6L2-AS1	11	11
ENST00000670189.3	ENSG00000175611.15	ERCC6L2-AS1-211	ERCC6L2-AS1	11	11
ENST00000671508.1	ENSG00000175611.15	ERCC6L2-AS1-212	ERCC6L2-AS1	11	11
ENST00000691767.2	ENSG00000175611.15	ERCC6L2-AS1-213	ERCC6L2-AS1	11	11
ENST00000448465.3	ENSG00000175611.15	ERCC6L2-AS1-206	ERCC6L2-AS1	11	11
ENST00000805856.1	ENSG00000175611.15	ERCC6L2-AS1-227	ERCC6L2-AS1	11	11
ENST00000805855.1	ENSG00000175611.15	ERCC6L2-AS1-226	ERCC6L2-AS1	11	11
ENST00000805853.1	ENSG00000175611.15	ERCC6L2-AS1-224	ERCC6L2-AS1	11	11
ENST00000805852.1	ENSG00000175611.15	ERCC6L2-AS1-223	ERCC6L2-AS1	11	11
ENST00000321517.4	ENSG00000175611.15	ERCC6L2-AS1-201	ERCC6L2-AS1	11	11
ENST00000805850.1	ENSG00000175611.15	ERCC6L2-AS1-221	ERCC6L2-AS1	11	11
ENST00000805849.1	ENSG00000175611.15	ERCC6L2-AS1-220	ERCC6L2-AS1	11	11
ENST00000805854.1	ENSG00000175611.15	ERCC6L2-AS1-225	ERCC6L2-AS1	11	11
ENST00000805851.1	ENSG00000175611.15	ERCC6L2-AS1-222	ERCC6L2-AS1	11	11
ENST00000805857.1	ENSG00000175611.15	ERCC6L2-AS1-228	ERCC6L2-AS1	11	11
ENST00000412122.4	ENSG00000225194.5	LINC00092-201	LINC00092	11	11
ENST00000785823.1	ENSG00000225194.5	LINC00092-208	LINC00092	11	11
ENST00000785991.1	ENSG00000302345.1	ENST00000785991	ENSG00000302345	11	11
ENST00000580908.3	ENSG00000225194.5	LINC00092-202	LINC00092	11	11
ENST00000648648.2	ENSG00000225194.5	LINC00092-204	LINC00092	11	11
ENST00000649879.1	ENSG00000225194.5	LINC00092-205	LINC00092	11	11
ENST00000650007.1	ENSG00000225194.5	LINC00092-206	LINC00092	11	11
ENST00000701057.1	ENSG00000275465.9	ENST00000701057	ENSG00000275465	11	11
ENST00000786390.1	ENSG00000302397.1	ENST00000786390	ENSG00000302397	11	11
ENST00000661937.1	ENSG00000275465.9	ENST00000661937	ENSG00000275465	11	11
ENST00000649171.2	ENSG00000275465.9	ENST00000649171	ENSG00000275465	11	11
ENST00000624497.3	ENSG00000275465.9	ENST00000624497	ENSG00000275465	11	11
ENST00000785625.1	ENSG00000275465.9	ENST00000785625	ENSG00000275465	11	11
ENST00000785627.1	ENSG00000275465.9	ENST00000785627	ENSG00000275465	11	11
ENST00000785626.1	ENSG00000275465.9	ENST00000785626	ENSG00000275465	11	11
ENST00000785629.1	ENSG00000275465.9	ENST00000785629	ENSG00000275465	11	11
ENST00000785630.1	ENSG00000275465.9	ENST00000785630	ENSG00000275465	11	11
ENST00000785720.1	ENSG00000287187.2	ENST00000785720	ENSG00000287187	11	11
ENST00000786144.1	ENSG00000302362.1	ENST00000786144	ENSG00000302362	11	11
ENST00000785624.1	ENSG00000275465.9	ENST00000785624	ENSG00000275465	11	11
ENST00000666931.2	ENSG00000287187.2	ENST00000666931	ENSG00000287187	11	11
ENST00000785721.1	ENSG00000287187.2	ENST00000785721	ENSG00000287187	11	11
ENST00000842914.1	ENSG00000309674.1	ENST00000842914	ENSG00000309674	11	11
ENST00000842913.1	ENSG00000309674.1	ENST00000842913	ENSG00000309674	11	11
ENST00000842912.1	ENSG00000309674.1	ENST00000842912	ENSG00000309674	11	11
ENST00000732065.1	ENSG00000295713.1	ENST00000732065	ENSG00000295713	11	11
ENST00000732066.1	ENSG00000295713.1	ENST00000732066	ENSG00000295713	11	11
ENST00000732067.1	ENSG00000295713.1	ENST00000732067	ENSG00000295713	11	11
ENST00000448857.1	ENSG00000232283.2	HSD17B3-AS1-201	HSD17B3-AS1	11	11
ENST00000658405.1	ENSG00000286835.1	ENST00000658405	ENSG00000286835	11	11
ENST00000773341.1	ENSG00000300673.1	ENST00000773341	ENSG00000300673	11	11
ENST00000773452.1	ENSG00000300691.1	ENST00000773452	ENSG00000300691	11	11
ENST00000656770.2	ENSG00000287302.2	ENST00000656770	ENSG00000287302	11	11
ENST00000723365.1	ENSG00000294402.1	ENST00000723365	ENSG00000294402	11	11
ENST00000723227.1	ENSG00000294376.1	ENST00000723227	ENSG00000294376	11	11
ENST00000723228.1	ENSG00000294376.1	ENST00000723228	ENSG00000294376	11	11
ENST00000723226.1	ENSG00000294376.1	ENST00000723226	ENSG00000294376	11	11
ENST00000723225.1	ENSG00000294376.1	ENST00000723225	ENSG00000294376	11	11
ENST00000723224.1	ENSG00000294376.1	ENST00000723224	ENSG00000294376	11	11
ENST00000723486.1	ENSG00000294420.1	ENST00000723486	ENSG00000294420	11	11
ENST00000723229.1	ENSG00000294376.1	ENST00000723229	ENSG00000294376	11	11
ENST00000701096.2	ENSG00000224848.5	ENST00000701096	ENSG00000224848	11	11
ENST00000666834.3	ENSG00000224848.5	ENST00000666834	ENSG00000224848	11	11
ENST00000661289.3	ENSG00000224848.5	ENST00000661289	ENSG00000224848	11	11
ENST00000653137.4	ENSG00000224848.5	ENST00000653137	ENSG00000224848	11	11
ENST00000754715.1	ENSG00000224848.5	ENST00000754715	ENSG00000224848	11	11
ENST00000754717.1	ENSG00000224848.5	ENST00000754717	ENSG00000224848	11	11
ENST00000721889.1	ENSG00000294209.1	ENST00000721889	ENSG00000294209	11	11
ENST00000442849.2	ENSG00000293209.1	GAS2L1P2-202	GAS2L1P2	11	11
ENST00000799710.1	ENSG00000203279.7	ENST00000799710	ENSG00000203279	11	11
ENST00000799729.1	ENSG00000203279.7	ENST00000799729	ENSG00000203279	11	11
ENST00000799733.1	ENSG00000203279.7	ENST00000799733	ENSG00000203279	11	11
ENST00000799723.1	ENSG00000203279.7	ENST00000799723	ENSG00000203279	11	11
ENST00000799719.1	ENSG00000203279.7	ENST00000799719	ENSG00000203279	11	11
ENST00000799721.1	ENSG00000203279.7	ENST00000799721	ENSG00000203279	11	11
ENST00000799734.1	ENSG00000203279.7	ENST00000799734	ENSG00000203279	11	11
ENST00000799722.1	ENSG00000203279.7	ENST00000799722	ENSG00000203279	11	11
ENST00000799741.1	ENSG00000203279.7	ENST00000799741	ENSG00000203279	11	11
ENST00000799735.1	ENSG00000203279.7	ENST00000799735	ENSG00000203279	11	11
ENST00000799740.1	ENSG00000203279.7	ENST00000799740	ENSG00000203279	11	11
ENST00000799772.1	ENSG00000203279.7	ENST00000799772	ENSG00000203279	11	11
ENST00000800032.1	ENSG00000254876.6	SUGT1P4-STRA6LP-212	SUGT1P4-STRA6LP	11	11
ENST00000800035.1	ENSG00000254876.6	SUGT1P4-STRA6LP-215	SUGT1P4-STRA6LP	11	11
ENST00000800039.1	ENSG00000254876.6	SUGT1P4-STRA6LP-219	SUGT1P4-STRA6LP	11	11
ENST00000800033.1	ENSG00000254876.6	SUGT1P4-STRA6LP-213	SUGT1P4-STRA6LP	11	11
ENST00000800037.1	ENSG00000254876.6	SUGT1P4-STRA6LP-217	SUGT1P4-STRA6LP	11	11
ENST00000375204.3	ENSG00000254876.6	SUGT1P4-STRA6LP-201	SUGT1P4-STRA6LP	11	11
ENST00000800034.1	ENSG00000254876.6	SUGT1P4-STRA6LP-214	SUGT1P4-STRA6LP	11	11
ENST00000375206.6	ENSG00000255036.6	SUGT1P4-STRA6LP-CCDC180-201	SUGT1P4-STRA6LP-CCDC180	11	11
ENST00000532526.5	ENSG00000255036.6	SUGT1P4-STRA6LP-CCDC180-203	SUGT1P4-STRA6LP-CCDC180	11	11
ENST00000534123.5	ENSG00000255036.6	SUGT1P4-STRA6LP-CCDC180-204	SUGT1P4-STRA6LP-CCDC180	11	11
ENST00000529787.2	ENSG00000255036.6	SUGT1P4-STRA6LP-CCDC180-202	SUGT1P4-STRA6LP-CCDC180	11	11
ENST00000749281.1	ENSG00000297615.1	ENST00000749281	ENSG00000297615	11	11
ENST00000777454.1	ENSG00000301262.1	ENST00000777454	ENSG00000301262	11	11
ENST00000667253.2	ENSG00000286375.2	ENST00000667253	ENSG00000286375	11	11
ENST00000451595.7	ENSG00000228174.7	ENST00000451595	ENSG00000228174	11	11
ENST00000609957.1	ENSG00000228174.7	ENST00000609957	ENSG00000228174	11	11
ENST00000437864.1	ENSG00000231521.1	ENST00000437864	ENSG00000231521	11	11
ENST00000824739.1	ENSG00000236130.3	PTCSC2-211	PTCSC2	11	11
ENST00000430058.2	ENSG00000236130.3	PTCSC2-201	PTCSC2	11	11
ENST00000648027.1	ENSG00000236130.3	PTCSC2-202	PTCSC2	11	11
ENST00000648505.1	ENSG00000236130.3	PTCSC2-203	PTCSC2	11	11
ENST00000648625.1	ENSG00000236130.3	PTCSC2-204	PTCSC2	11	11
ENST00000649253.2	ENSG00000236130.3	PTCSC2-205	PTCSC2	11	11
ENST00000649526.1	ENSG00000236130.3	PTCSC2-207	PTCSC2	11	11
ENST00000650104.1	ENSG00000236130.3	PTCSC2-208	PTCSC2	11	11
ENST00000562653.1	ENSG00000260677.1	ENST00000562653	ENSG00000260677	11	11
ENST00000824829.1	ENSG00000307267.1	ENST00000824829	ENSG00000307267	11	11
ENST00000824743.1	ENSG00000236130.3	PTCSC2-215	PTCSC2	11	11
ENST00000824741.1	ENSG00000236130.3	PTCSC2-213	PTCSC2	11	11
ENST00000824742.1	ENSG00000236130.3	PTCSC2-214	PTCSC2	11	11
ENST00000824744.1	ENSG00000236130.3	PTCSC2-216	PTCSC2	11	11
ENST00000824746.1	ENSG00000236130.3	PTCSC2-218	PTCSC2	11	11
ENST00000824745.1	ENSG00000236130.3	PTCSC2-217	PTCSC2	11	11
ENST00000411981.2	ENSG00000236896.2	ENST00000411981	ENSG00000236896	11	11
ENST00000752754.1	ENSG00000298058.1	ENST00000752754	ENSG00000298058	11	11
ENST00000763596.1	ENSG00000299446.1	ENST00000763596	ENSG00000299446	11	11
ENST00000764620.1	ENSG00000299552.1	ENST00000764620	ENSG00000299552	11	11
ENST00000764621.1	ENSG00000299552.1	ENST00000764621	ENSG00000299552	11	11
ENST00000647710.1	ENSG00000285706.1	ENST00000647710	ENSG00000285706	11	11
ENST00000629238.2	ENSG00000267026.6	ENST00000629238	ENSG00000267026	11	11
ENST00000433997.1	ENSG00000267026.6	ENST00000433997	ENSG00000267026	11	11
ENST00000630758.2	ENSG00000267026.6	ENST00000630758	ENSG00000267026	11	11
ENST00000589257.1	ENSG00000267026.6	ENST00000589257	ENSG00000267026	11	11
ENST00000628879.2	ENSG00000267026.6	ENST00000628879	ENSG00000267026	11	11
ENST00000629611.2	ENSG00000267026.6	ENST00000629611	ENSG00000267026	11	11
ENST00000590015.5	ENSG00000267026.6	ENST00000590015	ENSG00000267026	11	11
ENST00000627925.2	ENSG00000267026.6	ENST00000627925	ENSG00000267026	11	11
ENST00000764857.1	ENSG00000267026.6	ENST00000764857	ENSG00000267026	11	11
ENST00000585704.6	ENSG00000267026.6	ENST00000585704	ENSG00000267026	11	11
ENST00000764855.1	ENSG00000267026.6	ENST00000764855	ENSG00000267026	11	11
ENST00000589976.6	ENSG00000267026.6	ENST00000589976	ENSG00000267026	11	11
ENST00000764861.1	ENSG00000267026.6	ENST00000764861	ENSG00000267026	11	11
ENST00000764860.1	ENSG00000267026.6	ENST00000764860	ENSG00000267026	11	11
ENST00000764859.1	ENSG00000267026.6	ENST00000764859	ENSG00000267026	11	11
ENST00000587726.6	ENSG00000267026.6	ENST00000587726	ENSG00000267026	11	11
ENST00000764858.1	ENSG00000267026.6	ENST00000764858	ENSG00000267026	11	11
ENST00000764856.1	ENSG00000267026.6	ENST00000764856	ENSG00000267026	11	11
ENST00000585610.5	ENSG00000267026.6	ENST00000585610	ENSG00000267026	11	11
ENST00000590660.5	ENSG00000267026.6	ENST00000590660	ENSG00000267026	11	11
ENST00000591184.5	ENSG00000267026.6	ENST00000591184	ENSG00000267026	11	11
ENST00000586750.5	ENSG00000267026.6	ENST00000586750	ENSG00000267026	11	11
ENST00000586979.5	ENSG00000267026.6	ENST00000586979	ENSG00000267026	11	11
ENST00000589059.5	ENSG00000267026.6	ENST00000589059	ENSG00000267026	11	11
ENST00000592309.5	ENSG00000267026.6	ENST00000592309	ENSG00000267026	11	11
ENST00000590999.5	ENSG00000267026.6	ENST00000590999	ENSG00000267026	11	11
ENST00000592627.5	ENSG00000267026.6	ENST00000592627	ENSG00000267026	11	11
ENST00000588535.1	ENSG00000267026.6	ENST00000588535	ENSG00000267026	11	11
ENST00000589105.2	ENSG00000267026.6	ENST00000589105	ENSG00000267026	11	11
ENST00000764862.1	ENSG00000267026.6	ENST00000764862	ENSG00000267026	11	11
ENST00000589430.2	ENSG00000267026.6	ENST00000589430	ENSG00000267026	11	11
ENST00000710266.1	ENSG00000292223.1	ADIPINT-201	ADIPINT	11	11
ENST00000710267.1	ENSG00000292223.1	ADIPINT-202	ADIPINT	11	11
ENST00000605631.1	ENSG00000270412.2	COL15A1-AS1-201	COL15A1-AS1	11	11
ENST00000830150.1	ENSG00000270412.2	COL15A1-AS1-203	COL15A1-AS1	11	11
ENST00000830149.1	ENSG00000270412.2	COL15A1-AS1-202	COL15A1-AS1	11	11
ENST00000450399.1	ENSG00000227269.2	ENST00000450399	ENSG00000227269	11	11
ENST00000826560.1	ENSG00000227269.2	ENST00000826560	ENSG00000227269	11	11
ENST00000726299.1	ENSG00000294848.1	ENST00000726299	ENSG00000294848	11	11
ENST00000726300.1	ENSG00000294848.1	ENST00000726300	ENSG00000294848	11	11
ENST00000726301.1	ENSG00000294848.1	ENST00000726301	ENSG00000294848	11	11
ENST00000726302.1	ENSG00000294848.1	ENST00000726302	ENSG00000294848	11	11
ENST00000726303.1	ENSG00000294848.1	ENST00000726303	ENSG00000294848	11	11
ENST00000726036.1	ENSG00000294793.1	ENST00000726036	ENSG00000294793	11	11
ENST00000726034.1	ENSG00000294793.1	ENST00000726034	ENSG00000294793	11	11
ENST00000726035.1	ENSG00000294793.1	ENST00000726035	ENSG00000294793	11	11
ENST00000603491.2	ENSG00000271086.8	NAMA-203	NAMA	11	11
ENST00000725665.1	ENSG00000271086.8	NAMA-273	NAMA	11	11
ENST00000725664.1	ENSG00000271086.8	NAMA-272	NAMA	11	11
ENST00000605377.5	ENSG00000271086.8	NAMA-208	NAMA	11	11
ENST00000715772.1	ENSG00000271086.8	NAMA-220	NAMA	11	11
ENST00000725655.1	ENSG00000271086.8	NAMA-263	NAMA	11	11
ENST00000604237.5	ENSG00000271086.8	NAMA-205	NAMA	11	11
ENST00000604258.6	ENSG00000271086.8	NAMA-206	NAMA	11	11
ENST00000725895.1	ENSG00000287955.2	ENST00000725895	ENSG00000287955	11	11
ENST00000725894.1	ENSG00000287955.2	ENST00000725894	ENSG00000287955	11	11
ENST00000725896.1	ENSG00000287955.2	ENST00000725896	ENSG00000287955	11	11
ENST00000725901.1	ENSG00000287955.2	ENST00000725901	ENSG00000287955	11	11
ENST00000725900.1	ENSG00000287955.2	ENST00000725900	ENSG00000287955	11	11
ENST00000725897.1	ENSG00000287955.2	ENST00000725897	ENSG00000287955	11	11
ENST00000662751.2	ENSG00000287955.2	ENST00000662751	ENSG00000287955	11	11
ENST00000725902.1	ENSG00000287955.2	ENST00000725902	ENSG00000287955	11	11
ENST00000725892.1	ENSG00000287955.2	ENST00000725892	ENSG00000287955	11	11
ENST00000725661.1	ENSG00000271086.8	NAMA-269	NAMA	11	11
ENST00000659797.1	ENSG00000271086.8	NAMA-214	NAMA	11	11
ENST00000649719.1	ENSG00000271086.8	NAMA-210	NAMA	11	11
ENST00000725898.1	ENSG00000287955.2	ENST00000725898	ENSG00000287955	11	11
ENST00000725899.1	ENSG00000287955.2	ENST00000725899	ENSG00000287955	11	11
ENST00000605707.1	ENSG00000271086.8	NAMA-209	NAMA	11	11
ENST00000725670.1	ENSG00000271086.8	NAMA-278	NAMA	11	11
ENST00000725668.1	ENSG00000271086.8	NAMA-276	NAMA	11	11
ENST00000725903.1	ENSG00000287955.2	ENST00000725903	ENSG00000287955	11	11
ENST00000725893.1	ENSG00000287955.2	ENST00000725893	ENSG00000287955	11	11
ENST00000604009.5	ENSG00000271086.8	NAMA-204	NAMA	11	11
ENST00000605043.1	ENSG00000271086.8	NAMA-207	NAMA	11	11
ENST00000725644.1	ENSG00000271086.8	NAMA-252	NAMA	11	11
ENST00000652827.1	ENSG00000271086.8	NAMA-211	NAMA	11	11
ENST00000725619.1	ENSG00000271086.8	NAMA-227	NAMA	11	11
ENST00000725617.1	ENSG00000271086.8	NAMA-225	NAMA	11	11
ENST00000715777.1	ENSG00000271086.8	NAMA-221	NAMA	11	11
ENST00000662355.1	ENSG00000271086.8	NAMA-215	NAMA	11	11
ENST00000725666.1	ENSG00000271086.8	NAMA-274	NAMA	11	11
ENST00000413271.2	ENSG00000234860.3	ENST00000413271	ENSG00000234860	11	11
ENST00000671436.1	ENSG00000234860.3	ENST00000671436	ENSG00000234860	11	11
ENST00000726134.1	ENSG00000234860.3	ENST00000726134	ENSG00000234860	11	11
ENST00000725620.1	ENSG00000271086.8	NAMA-228	NAMA	11	11
ENST00000725618.1	ENSG00000271086.8	NAMA-226	NAMA	11	11
ENST00000725622.1	ENSG00000271086.8	NAMA-230	NAMA	11	11
ENST00000725621.1	ENSG00000271086.8	NAMA-229	NAMA	11	11
ENST00000725625.1	ENSG00000271086.8	NAMA-233	NAMA	11	11
ENST00000427039.1	ENSG00000271086.8	NAMA-201	NAMA	11	11
ENST00000725626.1	ENSG00000271086.8	NAMA-234	NAMA	11	11
ENST00000725627.1	ENSG00000271086.8	NAMA-235	NAMA	11	11
ENST00000701815.2	ENSG00000271086.8	NAMA-219	NAMA	11	11
ENST00000725628.1	ENSG00000271086.8	NAMA-236	NAMA	11	11
ENST00000725629.1	ENSG00000271086.8	NAMA-237	NAMA	11	11
ENST00000725633.1	ENSG00000271086.8	NAMA-241	NAMA	11	11
ENST00000725632.1	ENSG00000271086.8	NAMA-240	NAMA	11	11
ENST00000701763.2	ENSG00000271086.8	NAMA-218	NAMA	11	11
ENST00000725630.1	ENSG00000271086.8	NAMA-238	NAMA	11	11
ENST00000725636.1	ENSG00000271086.8	NAMA-244	NAMA	11	11
ENST00000725635.1	ENSG00000271086.8	NAMA-243	NAMA	11	11
ENST00000725634.1	ENSG00000271086.8	NAMA-242	NAMA	11	11
ENST00000725631.1	ENSG00000271086.8	NAMA-239	NAMA	11	11
ENST00000725640.1	ENSG00000271086.8	NAMA-248	NAMA	11	11
ENST00000725637.1	ENSG00000271086.8	NAMA-245	NAMA	11	11
ENST00000725642.1	ENSG00000271086.8	NAMA-250	NAMA	11	11
ENST00000725656.1	ENSG00000271086.8	NAMA-264	NAMA	11	11
ENST00000701493.2	ENSG00000271086.8	NAMA-217	NAMA	11	11
ENST00000725659.1	ENSG00000271086.8	NAMA-267	NAMA	11	11
ENST00000725639.1	ENSG00000271086.8	NAMA-247	NAMA	11	11
ENST00000725657.1	ENSG00000271086.8	NAMA-265	NAMA	11	11
ENST00000725641.1	ENSG00000271086.8	NAMA-249	NAMA	11	11
ENST00000725667.1	ENSG00000271086.8	NAMA-275	NAMA	11	11
ENST00000725669.1	ENSG00000271086.8	NAMA-277	NAMA	11	11
ENST00000700913.2	ENSG00000271086.8	NAMA-216	NAMA	11	11
ENST00000725643.1	ENSG00000271086.8	NAMA-251	NAMA	11	11
ENST00000726839.1	ENSG00000294927.1	ENST00000726839	ENSG00000294927	11	11
ENST00000726624.1	ENSG00000294904.1	ENST00000726624	ENSG00000294904	11	11
ENST00000725646.1	ENSG00000271086.8	NAMA-254	NAMA	11	11
ENST00000529965.4	ENSG00000271086.8	NAMA-202	NAMA	11	11
ENST00000725647.1	ENSG00000271086.8	NAMA-255	NAMA	11	11
ENST00000725653.1	ENSG00000271086.8	NAMA-261	NAMA	11	11
ENST00000725648.1	ENSG00000271086.8	NAMA-256	NAMA	11	11
ENST00000725663.1	ENSG00000271086.8	NAMA-271	NAMA	11	11
ENST00000725654.1	ENSG00000271086.8	NAMA-262	NAMA	11	11
ENST00000524512.1	ENSG00000254571.1	ENST00000524512	ENSG00000254571	11	11
ENST00000757922.1	ENSG00000298775.1	ENST00000757922	ENSG00000298775	11	11
ENST00000757919.1	ENSG00000298775.1	ENST00000757919	ENSG00000298775	11	11
ENST00000757903.1	ENSG00000298775.1	ENST00000757903	ENSG00000298775	11	11
ENST00000757921.1	ENSG00000298775.1	ENST00000757921	ENSG00000298775	11	11
ENST00000757923.1	ENSG00000298775.1	ENST00000757923	ENSG00000298775	11	11
ENST00000757920.1	ENSG00000298775.1	ENST00000757920	ENSG00000298775	11	11
ENST00000828258.1	ENSG00000307729.1	ENST00000828258	ENSG00000307729	11	11
ENST00000747169.1	ENSG00000297333.1	ENST00000747169	ENSG00000297333	11	11
ENST00000747168.1	ENSG00000297333.1	ENST00000747168	ENSG00000297333	11	11
ENST00000727923.1	ENSG00000295090.1	ENST00000727923	ENSG00000295090	11	11
ENST00000727922.1	ENSG00000295090.1	ENST00000727922	ENSG00000295090	11	11
ENST00000727929.1	ENSG00000295090.1	ENST00000727929	ENSG00000295090	11	11
ENST00000727928.1	ENSG00000295090.1	ENST00000727928	ENSG00000295090	11	11
ENST00000727927.1	ENSG00000295090.1	ENST00000727927	ENSG00000295090	11	11
ENST00000727926.1	ENSG00000295090.1	ENST00000727926	ENSG00000295090	11	11
ENST00000727924.1	ENSG00000295090.1	ENST00000727924	ENSG00000295090	11	11
ENST00000727925.1	ENSG00000295090.1	ENST00000727925	ENSG00000295090	11	11
ENST00000727920.1	ENSG00000295090.1	ENST00000727920	ENSG00000295090	11	11
ENST00000727919.1	ENSG00000295090.1	ENST00000727919	ENSG00000295090	11	11
ENST00000727921.1	ENSG00000295090.1	ENST00000727921	ENSG00000295090	11	11
ENST00000727930.1	ENSG00000295090.1	ENST00000727930	ENSG00000295090	11	11
ENST00000727931.1	ENSG00000295090.1	ENST00000727931	ENSG00000295090	11	11
ENST00000727933.1	ENSG00000295090.1	ENST00000727933	ENSG00000295090	11	11
ENST00000727932.1	ENSG00000295090.1	ENST00000727932	ENSG00000295090	11	11
ENST00000727934.1	ENSG00000295090.1	ENST00000727934	ENSG00000295090	11	11
ENST00000728084.1	ENSG00000295109.1	ENST00000728084	ENSG00000295109	11	11
ENST00000728085.1	ENSG00000295109.1	ENST00000728085	ENSG00000295109	11	11
ENST00000846267.1	ENSG00000309967.1	ENST00000846267	ENSG00000309967	11	11
ENST00000763697.1	ENSG00000299461.1	ENST00000763697	ENSG00000299461	11	11
ENST00000749561.1	ENSG00000225376.7	TMEM246-AS1-208	TMEM246-AS1	11	11
ENST00000666720.1	ENSG00000225376.7	TMEM246-AS1-205	TMEM246-AS1	11	11
ENST00000749559.1	ENSG00000225376.7	TMEM246-AS1-206	TMEM246-AS1	11	11
ENST00000424154.6	ENSG00000225376.7	TMEM246-AS1-201	TMEM246-AS1	11	11
ENST00000450109.5	ENSG00000225376.7	TMEM246-AS1-204	TMEM246-AS1	11	11
ENST00000749560.1	ENSG00000225376.7	TMEM246-AS1-207	TMEM246-AS1	11	11
ENST00000431507.5	ENSG00000225376.7	TMEM246-AS1-203	TMEM246-AS1	11	11
ENST00000425734.1	ENSG00000225376.7	TMEM246-AS1-202	TMEM246-AS1	11	11
ENST00000764873.1	ENSG00000299588.1	ENST00000764873	ENSG00000299588	11	11
ENST00000764875.1	ENSG00000299588.1	ENST00000764875	ENSG00000299588	11	11
ENST00000764876.1	ENSG00000299588.1	ENST00000764876	ENSG00000299588	11	11
ENST00000764874.1	ENSG00000299588.1	ENST00000764874	ENSG00000299588	11	11
ENST00000764877.1	ENSG00000299588.1	ENST00000764877	ENSG00000299588	11	11
ENST00000731645.1	ENSG00000289079.2	ENST00000731645	ENSG00000289079	11	11
ENST00000692021.2	ENSG00000289079.2	ENST00000692021	ENSG00000289079	11	11
ENST00000731648.1	ENSG00000289079.2	ENST00000731648	ENSG00000289079	11	11
ENST00000754085.1	ENSG00000298247.1	ENST00000754085	ENSG00000298247	11	11
ENST00000772588.1	ENSG00000300529.1	ENST00000772588	ENSG00000300529	11	11
ENST00000806277.1	ENSG00000225564.7	LINC01492-210	LINC01492	11	11
ENST00000425157.3	ENSG00000225564.7	LINC01492-202	LINC01492	11	11
ENST00000806273.1	ENSG00000225564.7	LINC01492-206	LINC01492	11	11
ENST00000806274.1	ENSG00000225564.7	LINC01492-207	LINC01492	11	11
ENST00000806272.1	ENSG00000225564.7	LINC01492-205	LINC01492	11	11
ENST00000806271.1	ENSG00000225564.7	LINC01492-204	LINC01492	11	11
ENST00000806275.1	ENSG00000225564.7	LINC01492-208	LINC01492	11	11
ENST00000806276.1	ENSG00000225564.7	LINC01492-209	LINC01492	11	11
ENST00000455051.2	ENSG00000225564.7	LINC01492-203	LINC01492	11	11
ENST00000806278.1	ENSG00000225564.7	LINC01492-211	LINC01492	11	11
ENST00000806279.1	ENSG00000225564.7	LINC01492-212	LINC01492	11	11
