transcript_id	gene_id	transcript_name	gene_name	high_confident_pass_count	strict_pass_count	basic_pass_count	genome_count	high_confident_all_genomes
ENST00000812855.1	ENSG00000305769.1	ENST00000812855	ENSG00000305769	11	11	11	11	1
ENST00000532973.2	ENSG00000255076.2	ENST00000532973	ENSG00000255076	9	9	9	11	0
ENST00000777843.1	ENSG00000301307.1	ENST00000777843	ENSG00000301307	11	11	11	11	1
ENST00000809961.1	ENSG00000305273.1	ENST00000809961	ENSG00000305273	9	11	11	11	0
ENST00000766637.1	ENSG00000299810.1	ENST00000766637	ENSG00000299810	6	6	9	11	0
ENST00000801116.1	ENSG00000304219.1	ENST00000801116	ENSG00000304219	9	11	11	11	0
ENST00000801117.1	ENSG00000304219.1	ENST00000801117	ENSG00000304219	9	9	9	11	0
ENST00000801121.1	ENSG00000304219.1	ENST00000801121	ENSG00000304219	9	9	9	11	0
ENST00000801118.1	ENSG00000304219.1	ENST00000801118	ENSG00000304219	9	9	9	11	0
ENST00000801119.1	ENSG00000304219.1	ENST00000801119	ENSG00000304219	9	9	9	11	0
ENST00000801120.1	ENSG00000304219.1	ENST00000801120	ENSG00000304219	9	9	9	11	0
ENST00000801122.1	ENSG00000304219.1	ENST00000801122	ENSG00000304219	0	0	9	11	0
ENST00000664439.1	ENSG00000287476.1	ENST00000664439	ENSG00000287476	11	11	11	11	1
ENST00000517369.1	ENSG00000253648.1	ENST00000517369	ENSG00000253648	10	10	10	11	0
ENST00000649038.1	ENSG00000253496.4	ENST00000649038	ENSG00000253496	10	11	11	11	0
ENST00000521055.1	ENSG00000253184.2	ENST00000521055	ENSG00000253184	8	10	10	11	0
ENST00000756012.1	ENSG00000253184.2	ENST00000756012	ENSG00000253184	10	10	10	11	0
ENST00000755792.1	ENSG00000253496.4	ENST00000755792	ENSG00000253496	10	10	10	11	0
ENST00000521411.2	ENSG00000253496.4	ENST00000521411	ENSG00000253496	11	11	11	11	1
ENST00000755793.1	ENSG00000253496.4	ENST00000755793	ENSG00000253496	11	11	11	11	1
ENST00000519280.1	ENSG00000253496.4	ENST00000519280	ENSG00000253496	11	11	11	11	1
ENST00000755794.1	ENSG00000253496.4	ENST00000755794	ENSG00000253496	11	11	11	11	1
ENST00000755931.1	ENSG00000298491.1	ENST00000755931	ENSG00000298491	9	10	11	11	0
ENST00000755932.1	ENSG00000298491.1	ENST00000755932	ENSG00000298491	9	11	11	11	0
ENST00000755933.1	ENSG00000298491.1	ENST00000755933	ENSG00000298491	9	11	11	11	0
ENST00000755930.1	ENSG00000298491.1	ENST00000755930	ENSG00000298491	9	9	11	11	0
ENST00000755796.1	ENSG00000253496.4	ENST00000755796	ENSG00000253496	11	11	11	11	1
ENST00000755781.1	ENSG00000253496.4	ENST00000755781	ENSG00000253496	9	9	9	11	0
ENST00000755795.1	ENSG00000253496.4	ENST00000755795	ENSG00000253496	9	9	9	11	0
ENST00000756146.1	ENSG00000298514.1	ENST00000756146	ENSG00000298514	9	9	9	11	0
ENST00000691434.3	ENSG00000289225.3	ENST00000691434	ENSG00000289225	11	11	11	11	1
ENST00000513892.3	ENSG00000249258.3	ENST00000513892	ENSG00000249258	11	11	11	11	1
ENST00000753965.1	ENSG00000298219.1	ENST00000753965	ENSG00000298219	10	10	10	11	0
ENST00000753966.1	ENSG00000298219.1	ENST00000753966	ENSG00000298219	10	11	11	11	0
ENST00000753967.1	ENSG00000298219.1	ENST00000753967	ENSG00000298219	10	10	10	11	0
ENST00000753970.1	ENSG00000298219.1	ENST00000753970	ENSG00000298219	10	10	10	11	0
ENST00000753969.1	ENSG00000298219.1	ENST00000753969	ENSG00000298219	10	10	10	11	0
ENST00000753968.1	ENSG00000298219.1	ENST00000753968	ENSG00000298219	10	10	10	11	0
ENST00000691431.1	ENSG00000289145.1	ENST00000691431	ENSG00000289145	11	11	11	11	1
ENST00000830352.1	ENSG00000307998.1	ENST00000830352	ENSG00000307998	11	11	11	11	1
ENST00000790528.1	ENSG00000302928.1	ENST00000790528	ENSG00000302928	11	11	11	11	1
ENST00000791093.1	ENSG00000303010.1	ENST00000791093	ENSG00000303010	9	9	9	11	0
ENST00000623309.1	ENSG00000279271.1	ENST00000623309	ENSG00000279271	11	11	11	11	1
ENST00000624786.1	ENSG00000280453.1	ENST00000624786	ENSG00000280453	11	11	11	11	1
ENST00000623580.1	ENSG00000279903.1	SLC7A2-IT1-201	SLC7A2-IT1	11	11	11	11	1
ENST00000624433.1	ENSG00000279932.1	ENST00000624433	ENSG00000279932	9	11	11	11	0
ENST00000660331.1	ENSG00000287303.1	ENST00000660331	ENSG00000287303	11	11	11	11	1
ENST00000783280.1	ENSG00000301996.1	ENST00000783280	ENSG00000301996	11	11	11	11	1
ENST00000783281.1	ENSG00000301996.1	ENST00000783281	ENSG00000301996	11	11	11	11	1
ENST00000783337.1	ENSG00000253168.2	ENST00000783337	ENSG00000253168	11	11	11	11	1
ENST00000517454.1	ENSG00000253168.2	ENST00000517454	ENSG00000253168	11	11	11	11	1
ENST00000522768.1	ENSG00000253944.1	MTUS1-DT-203	MTUS1-DT	9	9	9	11	0
ENST00000788922.1	ENSG00000302690.1	ENST00000788922	ENSG00000302690	11	11	11	11	1
ENST00000788580.1	ENSG00000253944.1	MTUS1-DT-213	MTUS1-DT	11	11	11	11	1
ENST00000788581.1	ENSG00000253944.1	MTUS1-DT-214	MTUS1-DT	11	11	11	11	1
ENST00000788577.1	ENSG00000253944.1	MTUS1-DT-210	MTUS1-DT	11	11	11	11	1
ENST00000788486.1	ENSG00000253944.1	MTUS1-DT-206	MTUS1-DT	10	10	10	11	0
ENST00000788576.1	ENSG00000253944.1	MTUS1-DT-209	MTUS1-DT	11	11	11	11	1
ENST00000788584.1	ENSG00000253944.1	MTUS1-DT-217	MTUS1-DT	11	11	11	11	1
ENST00000788582.1	ENSG00000253944.1	MTUS1-DT-215	MTUS1-DT	11	11	11	11	1
ENST00000788578.1	ENSG00000253944.1	MTUS1-DT-211	MTUS1-DT	11	11	11	11	1
ENST00000788583.1	ENSG00000253944.1	MTUS1-DT-216	MTUS1-DT	11	11	11	11	1
ENST00000788487.1	ENSG00000253944.1	MTUS1-DT-207	MTUS1-DT	9	9	9	11	0
ENST00000788579.1	ENSG00000253944.1	MTUS1-DT-212	MTUS1-DT	11	11	11	11	1
ENST00000788924.1	ENSG00000302690.1	ENST00000788924	ENSG00000302690	11	11	11	11	1
ENST00000788923.1	ENSG00000302690.1	ENST00000788923	ENSG00000302690	11	11	11	11	1
ENST00000653384.1	ENSG00000253944.1	MTUS1-DT-205	MTUS1-DT	11	11	11	11	1
ENST00000520646.1	ENSG00000253944.1	MTUS1-DT-202	MTUS1-DT	11	11	11	11	1
ENST00000520156.1	ENSG00000253944.1	MTUS1-DT-201	MTUS1-DT	11	11	11	11	1
ENST00000650624.1	ENSG00000253944.1	MTUS1-DT-204	MTUS1-DT	11	11	11	11	1
ENST00000788488.1	ENSG00000253944.1	MTUS1-DT-208	MTUS1-DT	10	10	10	11	0
ENST00000519368.1	ENSG00000253215.1	ENST00000519368	ENSG00000253215	11	11	11	11	1
ENST00000667767.1	ENSG00000254054.4	FGL1-AS1-202	FGL1-AS1	11	11	11	11	1
ENST00000519038.3	ENSG00000254054.4	FGL1-AS1-201	FGL1-AS1	11	11	11	11	1
ENST00000846079.1	ENSG00000254054.4	FGL1-AS1-203	FGL1-AS1	11	11	11	11	1
ENST00000816235.1	ENSG00000306199.1	ENST00000816235	ENSG00000306199	11	11	11	11	1
ENST00000839470.1	ENSG00000245281.10	ASAH1-AS1-229	ASAH1-AS1	11	11	11	11	1
ENST00000505114.7	ENSG00000245281.10	ASAH1-AS1-202	ASAH1-AS1	11	11	11	11	1
ENST00000702451.1	ENSG00000245281.10	ASAH1-AS1-210	ASAH1-AS1	11	11	11	11	1
ENST00000839473.1	ENSG00000245281.10	ASAH1-AS1-232	ASAH1-AS1	11	11	11	11	1
ENST00000839471.1	ENSG00000245281.10	ASAH1-AS1-230	ASAH1-AS1	11	11	11	11	1
ENST00000839452.1	ENSG00000245281.10	ASAH1-AS1-211	ASAH1-AS1	11	11	11	11	1
ENST00000839487.1	ENSG00000245281.10	ASAH1-AS1-246	ASAH1-AS1	9	11	11	11	0
ENST00000839472.1	ENSG00000245281.10	ASAH1-AS1-231	ASAH1-AS1	11	11	11	11	1
ENST00000517798.3	ENSG00000245281.10	ASAH1-AS1-204	ASAH1-AS1	11	11	11	11	1
ENST00000665050.1	ENSG00000245281.10	ASAH1-AS1-208	ASAH1-AS1	11	11	11	11	1
ENST00000839474.1	ENSG00000245281.10	ASAH1-AS1-233	ASAH1-AS1	11	11	11	11	1
ENST00000839476.1	ENSG00000245281.10	ASAH1-AS1-235	ASAH1-AS1	11	11	11	11	1
ENST00000839453.1	ENSG00000245281.10	ASAH1-AS1-212	ASAH1-AS1	11	11	11	11	1
ENST00000839477.1	ENSG00000245281.10	ASAH1-AS1-236	ASAH1-AS1	11	11	11	11	1
ENST00000521775.6	ENSG00000245281.10	ASAH1-AS1-205	ASAH1-AS1	11	11	11	11	1
ENST00000839478.1	ENSG00000245281.10	ASAH1-AS1-237	ASAH1-AS1	11	11	11	11	1
ENST00000839475.1	ENSG00000245281.10	ASAH1-AS1-234	ASAH1-AS1	11	11	11	11	1
ENST00000839468.1	ENSG00000245281.10	ASAH1-AS1-227	ASAH1-AS1	9	11	11	11	0
ENST00000839456.1	ENSG00000245281.10	ASAH1-AS1-215	ASAH1-AS1	11	11	11	11	1
ENST00000649327.1	ENSG00000245281.10	ASAH1-AS1-206	ASAH1-AS1	11	11	11	11	1
ENST00000839457.1	ENSG00000245281.10	ASAH1-AS1-216	ASAH1-AS1	11	11	11	11	1
ENST00000839458.1	ENSG00000245281.10	ASAH1-AS1-217	ASAH1-AS1	11	11	11	11	1
ENST00000839479.1	ENSG00000245281.10	ASAH1-AS1-238	ASAH1-AS1	11	11	11	11	1
ENST00000839460.1	ENSG00000245281.10	ASAH1-AS1-219	ASAH1-AS1	11	11	11	11	1
ENST00000839459.1	ENSG00000245281.10	ASAH1-AS1-218	ASAH1-AS1	11	11	11	11	1
ENST00000659561.2	ENSG00000245281.10	ASAH1-AS1-207	ASAH1-AS1	11	11	11	11	1
ENST00000839481.1	ENSG00000245281.10	ASAH1-AS1-240	ASAH1-AS1	11	11	11	11	1
ENST00000839722.1	ENSG00000245281.10	ASAH1-AS1-247	ASAH1-AS1	11	11	11	11	1
ENST00000839461.1	ENSG00000245281.10	ASAH1-AS1-220	ASAH1-AS1	11	11	11	11	1
ENST00000839462.1	ENSG00000245281.10	ASAH1-AS1-221	ASAH1-AS1	11	11	11	11	1
ENST00000839731.1	ENSG00000245281.10	ASAH1-AS1-256	ASAH1-AS1	11	11	11	11	1
ENST00000839454.1	ENSG00000245281.10	ASAH1-AS1-213	ASAH1-AS1	11	11	11	11	1
ENST00000839480.1	ENSG00000245281.10	ASAH1-AS1-239	ASAH1-AS1	11	11	11	11	1
ENST00000839463.1	ENSG00000245281.10	ASAH1-AS1-222	ASAH1-AS1	11	11	11	11	1
ENST00000839723.1	ENSG00000245281.10	ASAH1-AS1-248	ASAH1-AS1	11	11	11	11	1
ENST00000839464.1	ENSG00000245281.10	ASAH1-AS1-223	ASAH1-AS1	11	11	11	11	1
ENST00000839465.1	ENSG00000245281.10	ASAH1-AS1-224	ASAH1-AS1	11	11	11	11	1
ENST00000517747.6	ENSG00000245281.10	ASAH1-AS1-203	ASAH1-AS1	11	11	11	11	1
ENST00000839724.1	ENSG00000245281.10	ASAH1-AS1-249	ASAH1-AS1	11	11	11	11	1
ENST00000839466.1	ENSG00000245281.10	ASAH1-AS1-225	ASAH1-AS1	11	11	11	11	1
ENST00000499554.6	ENSG00000245281.10	ASAH1-AS1-201	ASAH1-AS1	10	10	11	11	0
ENST00000839469.1	ENSG00000245281.10	ASAH1-AS1-228	ASAH1-AS1	11	11	11	11	1
ENST00000839455.1	ENSG00000245281.10	ASAH1-AS1-214	ASAH1-AS1	11	11	11	11	1
ENST00000839725.1	ENSG00000245281.10	ASAH1-AS1-250	ASAH1-AS1	11	11	11	11	1
ENST00000839482.1	ENSG00000245281.10	ASAH1-AS1-241	ASAH1-AS1	11	11	11	11	1
ENST00000839726.1	ENSG00000245281.10	ASAH1-AS1-251	ASAH1-AS1	11	11	11	11	1
ENST00000839483.1	ENSG00000245281.10	ASAH1-AS1-242	ASAH1-AS1	11	11	11	11	1
ENST00000839727.1	ENSG00000245281.10	ASAH1-AS1-252	ASAH1-AS1	11	11	11	11	1
ENST00000839728.1	ENSG00000245281.10	ASAH1-AS1-253	ASAH1-AS1	11	11	11	11	1
ENST00000839484.1	ENSG00000245281.10	ASAH1-AS1-243	ASAH1-AS1	11	11	11	11	1
ENST00000839729.1	ENSG00000245281.10	ASAH1-AS1-254	ASAH1-AS1	11	11	11	11	1
ENST00000839730.1	ENSG00000245281.10	ASAH1-AS1-255	ASAH1-AS1	11	11	11	11	1
ENST00000671237.1	ENSG00000245281.10	ASAH1-AS1-209	ASAH1-AS1	11	11	11	11	1
ENST00000839485.1	ENSG00000245281.10	ASAH1-AS1-244	ASAH1-AS1	11	11	11	11	1
ENST00000839486.1	ENSG00000245281.10	ASAH1-AS1-245	ASAH1-AS1	11	11	11	11	1
ENST00000839467.1	ENSG00000245281.10	ASAH1-AS1-226	ASAH1-AS1	11	11	11	11	1
ENST00000839732.1	ENSG00000245281.10	ASAH1-AS1-257	ASAH1-AS1	9	9	9	11	0
ENST00000839733.1	ENSG00000245281.10	ASAH1-AS1-258	ASAH1-AS1	4	4	4	11	0
ENST00000811920.1	ENSG00000305604.1	ENST00000811920	ENSG00000305604	11	11	11	11	1
ENST00000660285.2	ENSG00000285624.3	ENST00000660285	ENSG00000285624	11	11	11	11	1
ENST00000739947.1	ENSG00000285624.3	ENST00000739947	ENSG00000285624	11	11	11	11	1
ENST00000739948.1	ENSG00000285624.3	ENST00000739948	ENSG00000285624	11	11	11	11	1
ENST00000739950.1	ENSG00000285624.3	ENST00000739950	ENSG00000285624	11	11	11	11	1
ENST00000739949.1	ENSG00000285624.3	ENST00000739949	ENSG00000285624	11	11	11	11	1
ENST00000739951.1	ENSG00000285624.3	ENST00000739951	ENSG00000285624	11	11	11	11	1
ENST00000648666.2	ENSG00000285624.3	ENST00000648666	ENSG00000285624	9	9	11	11	0
ENST00000815303.1	ENSG00000306096.1	ENST00000815303	ENSG00000306096	9	9	9	11	0
ENST00000524252.1	ENSG00000187229.3	PSD3-AS1-201	PSD3-AS1	11	11	11	11	1
ENST00000815125.1	ENSG00000306080.1	ENST00000815125	ENSG00000306080	11	11	11	11	1
ENST00000623639.1	ENSG00000278886.1	ENST00000623639	ENSG00000278886	11	11	11	11	1
ENST00000832951.1	ENSG00000308277.1	ENST00000832951	ENSG00000308277	11	11	11	11	1
ENST00000832952.1	ENSG00000308277.1	ENST00000832952	ENSG00000308277	11	11	11	11	1
ENST00000832950.1	ENSG00000308277.1	ENST00000832950	ENSG00000308277	11	11	11	11	1
ENST00000832953.1	ENSG00000308277.1	ENST00000832953	ENSG00000308277	11	11	11	11	1
ENST00000522670.1	ENSG00000253335.1	ENST00000522670	ENSG00000253335	11	11	11	11	1
ENST00000520920.5	ENSG00000253557.7	ENST00000520920	ENSG00000253557	11	11	11	11	1
ENST00000658536.2	ENSG00000254242.3	ENST00000658536	ENSG00000254242	11	11	11	11	1
ENST00000660401.1	ENSG00000254242.3	ENST00000660401	ENSG00000254242	11	11	11	11	1
ENST00000653066.2	ENSG00000254242.3	ENST00000653066	ENSG00000254242	11	11	11	11	1
ENST00000667134.1	ENSG00000254242.3	ENST00000667134	ENSG00000254242	11	11	11	11	1
ENST00000518324.2	ENSG00000254242.3	ENST00000518324	ENSG00000254242	11	11	11	11	1
ENST00000748177.1	ENSG00000254242.3	ENST00000748177	ENSG00000254242	11	11	11	11	1
ENST00000748178.1	ENSG00000254242.3	ENST00000748178	ENSG00000254242	11	11	11	11	1
ENST00000807925.1	ENSG00000253557.7	ENST00000807925	ENSG00000253557	11	11	11	11	1
ENST00000807924.1	ENSG00000253557.7	ENST00000807924	ENSG00000253557	11	11	11	11	1
ENST00000807926.1	ENSG00000253557.7	ENST00000807926	ENSG00000253557	11	11	11	11	1
ENST00000518417.1	ENSG00000253557.7	ENST00000518417	ENSG00000253557	11	11	11	11	1
ENST00000807931.1	ENSG00000253557.7	ENST00000807931	ENSG00000253557	11	11	11	11	1
ENST00000807930.1	ENSG00000253557.7	ENST00000807930	ENSG00000253557	11	11	11	11	1
ENST00000807929.1	ENSG00000253557.7	ENST00000807929	ENSG00000253557	11	11	11	11	1
ENST00000807928.1	ENSG00000253557.7	ENST00000807928	ENSG00000253557	11	11	11	11	1
ENST00000807927.1	ENSG00000253557.7	ENST00000807927	ENSG00000253557	11	11	11	11	1
ENST00000807953.1	ENSG00000253557.7	ENST00000807953	ENSG00000253557	11	11	11	11	1
ENST00000807938.1	ENSG00000253557.7	ENST00000807938	ENSG00000253557	11	11	11	11	1
ENST00000807934.1	ENSG00000253557.7	ENST00000807934	ENSG00000253557	11	11	11	11	1
ENST00000807939.1	ENSG00000253557.7	ENST00000807939	ENSG00000253557	11	11	11	11	1
ENST00000807932.1	ENSG00000253557.7	ENST00000807932	ENSG00000253557	11	11	11	11	1
ENST00000807933.1	ENSG00000253557.7	ENST00000807933	ENSG00000253557	11	11	11	11	1
ENST00000807935.1	ENSG00000253557.7	ENST00000807935	ENSG00000253557	11	11	11	11	1
ENST00000807923.1	ENSG00000253557.7	ENST00000807923	ENSG00000253557	11	11	11	11	1
ENST00000807936.1	ENSG00000253557.7	ENST00000807936	ENSG00000253557	11	11	11	11	1
ENST00000807954.1	ENSG00000253557.7	ENST00000807954	ENSG00000253557	11	11	11	11	1
ENST00000807951.1	ENSG00000253557.7	ENST00000807951	ENSG00000253557	11	11	11	11	1
ENST00000807949.1	ENSG00000253557.7	ENST00000807949	ENSG00000253557	11	11	11	11	1
ENST00000807943.1	ENSG00000253557.7	ENST00000807943	ENSG00000253557	11	11	11	11	1
ENST00000807944.1	ENSG00000253557.7	ENST00000807944	ENSG00000253557	11	11	11	11	1
ENST00000807945.1	ENSG00000253557.7	ENST00000807945	ENSG00000253557	11	11	11	11	1
ENST00000807941.1	ENSG00000253557.7	ENST00000807941	ENSG00000253557	11	11	11	11	1
ENST00000807965.1	ENSG00000253557.7	ENST00000807965	ENSG00000253557	11	11	11	11	1
ENST00000807952.1	ENSG00000253557.7	ENST00000807952	ENSG00000253557	11	11	11	11	1
ENST00000807940.1	ENSG00000253557.7	ENST00000807940	ENSG00000253557	11	11	11	11	1
ENST00000807955.1	ENSG00000253557.7	ENST00000807955	ENSG00000253557	11	11	11	11	1
ENST00000807937.1	ENSG00000253557.7	ENST00000807937	ENSG00000253557	11	11	11	11	1
ENST00000807942.1	ENSG00000253557.7	ENST00000807942	ENSG00000253557	11	11	11	11	1
ENST00000807966.1	ENSG00000253557.7	ENST00000807966	ENSG00000253557	11	11	11	11	1
ENST00000807956.1	ENSG00000253557.7	ENST00000807956	ENSG00000253557	11	11	11	11	1
ENST00000807947.1	ENSG00000253557.7	ENST00000807947	ENSG00000253557	11	11	11	11	1
ENST00000807946.1	ENSG00000253557.7	ENST00000807946	ENSG00000253557	11	11	11	11	1
ENST00000807948.1	ENSG00000253557.7	ENST00000807948	ENSG00000253557	11	11	11	11	1
ENST00000807967.1	ENSG00000253557.7	ENST00000807967	ENSG00000253557	11	11	11	11	1
ENST00000807959.1	ENSG00000253557.7	ENST00000807959	ENSG00000253557	11	11	11	11	1
ENST00000807957.1	ENSG00000253557.7	ENST00000807957	ENSG00000253557	11	11	11	11	1
ENST00000807958.1	ENSG00000253557.7	ENST00000807958	ENSG00000253557	11	11	11	11	1
ENST00000807968.1	ENSG00000253557.7	ENST00000807968	ENSG00000253557	11	11	11	11	1
ENST00000807960.1	ENSG00000253557.7	ENST00000807960	ENSG00000253557	11	11	11	11	1
ENST00000807950.1	ENSG00000253557.7	ENST00000807950	ENSG00000253557	11	11	11	11	1
ENST00000807969.1	ENSG00000253557.7	ENST00000807969	ENSG00000253557	11	11	11	11	1
ENST00000807961.1	ENSG00000253557.7	ENST00000807961	ENSG00000253557	11	11	11	11	1
ENST00000517949.5	ENSG00000253557.7	ENST00000517949	ENSG00000253557	11	11	11	11	1
ENST00000807962.1	ENSG00000253557.7	ENST00000807962	ENSG00000253557	11	11	11	11	1
ENST00000807963.1	ENSG00000253557.7	ENST00000807963	ENSG00000253557	11	11	11	11	1
ENST00000807964.1	ENSG00000253557.7	ENST00000807964	ENSG00000253557	11	11	11	11	1
ENST00000807971.1	ENSG00000253557.7	ENST00000807971	ENSG00000253557	11	11	11	11	1
ENST00000807972.1	ENSG00000253557.7	ENST00000807972	ENSG00000253557	11	11	11	11	1
ENST00000807970.1	ENSG00000253557.7	ENST00000807970	ENSG00000253557	11	11	11	11	1
ENST00000807973.1	ENSG00000253557.7	ENST00000807973	ENSG00000253557	11	11	11	11	1
ENST00000807974.1	ENSG00000253557.7	ENST00000807974	ENSG00000253557	11	11	11	11	1
ENST00000654435.2	ENSG00000253557.7	ENST00000654435	ENSG00000253557	11	11	11	11	1
ENST00000808160.1	ENSG00000254201.2	ENST00000808160	ENSG00000254201	11	11	11	11	1
ENST00000808161.1	ENSG00000254201.2	ENST00000808161	ENSG00000254201	11	11	11	11	1
ENST00000519185.1	ENSG00000254201.2	ENST00000519185	ENSG00000254201	10	10	11	11	0
ENST00000521016.1	ENSG00000253280.1	ENST00000521016	ENSG00000253280	11	11	11	11	1
ENST00000777385.1	ENSG00000301252.1	ENST00000777385	ENSG00000301252	11	11	11	11	1
ENST00000624331.1	ENSG00000279919.1	ENST00000624331	ENSG00000279919	11	11	11	11	1
ENST00000623082.1	ENSG00000279858.1	ENST00000623082	ENSG00000279858	11	11	11	11	1
ENST00000841355.1	ENSG00000309479.1	ENST00000841355	ENSG00000309479	11	11	11	11	1
ENST00000519803.2	ENSG00000253270.2	CSGALNACT1-AS1-201	CSGALNACT1-AS1	11	11	11	11	1
ENST00000773376.1	ENSG00000300677.1	ENST00000773376	ENSG00000300677	11	11	11	11	1
ENST00000773377.1	ENSG00000300677.1	ENST00000773377	ENSG00000300677	11	11	11	11	1
ENST00000773379.1	ENSG00000300677.1	ENST00000773379	ENSG00000300677	11	11	11	11	1
ENST00000773382.1	ENSG00000300677.1	ENST00000773382	ENSG00000300677	11	11	11	11	1
ENST00000773380.1	ENSG00000300677.1	ENST00000773380	ENSG00000300677	11	11	11	11	1
ENST00000773378.1	ENSG00000300677.1	ENST00000773378	ENSG00000300677	11	11	11	11	1
ENST00000773374.1	ENSG00000300677.1	ENST00000773374	ENSG00000300677	11	11	11	11	1
ENST00000773381.1	ENSG00000300677.1	ENST00000773381	ENSG00000300677	11	11	11	11	1
ENST00000773375.1	ENSG00000300677.1	ENST00000773375	ENSG00000300677	11	11	11	11	1
ENST00000773516.1	ENSG00000300699.1	ENST00000773516	ENSG00000300699	11	11	11	11	1
ENST00000773383.1	ENSG00000300677.1	ENST00000773383	ENSG00000300677	11	11	11	11	1
ENST00000773563.1	ENSG00000300718.1	ENST00000773563	ENSG00000300718	11	11	11	11	1
ENST00000519197.2	ENSG00000253775.3	ENST00000519197	ENSG00000253775	11	11	11	11	1
ENST00000777849.1	ENSG00000253775.3	ENST00000777849	ENSG00000253775	11	11	11	11	1
ENST00000777853.1	ENSG00000253775.3	ENST00000777853	ENSG00000253775	11	11	11	11	1
ENST00000777852.1	ENSG00000253775.3	ENST00000777852	ENSG00000253775	11	11	11	11	1
ENST00000777851.1	ENSG00000253775.3	ENST00000777851	ENSG00000253775	11	11	11	11	1
ENST00000777850.1	ENSG00000253775.3	ENST00000777850	ENSG00000253775	11	11	11	11	1
ENST00000778361.1	ENSG00000301345.1	ENST00000778361	ENSG00000301345	9	9	9	11	0
ENST00000778022.1	ENSG00000301327.1	ENST00000778022	ENSG00000301327	11	11	11	11	1
ENST00000778023.1	ENSG00000301327.1	ENST00000778023	ENSG00000301327	9	9	11	11	0
ENST00000778021.1	ENSG00000301327.1	ENST00000778021	ENSG00000301327	11	11	11	11	1
ENST00000778024.1	ENSG00000301327.1	ENST00000778024	ENSG00000301327	11	11	11	11	1
ENST00000786818.1	ENSG00000302437.1	ENST00000786818	ENSG00000302437	11	11	11	11	1
ENST00000846276.1	ENSG00000309971.1	ENST00000846276	ENSG00000309971	11	11	11	11	1
ENST00000523103.1	ENSG00000253733.3	LZTS1-AS1-201	LZTS1-AS1	11	11	11	11	1
ENST00000822544.1	ENSG00000253164.6	ENST00000822544	ENSG00000253164	11	11	11	11	1
ENST00000822545.1	ENSG00000253164.6	ENST00000822545	ENSG00000253164	11	11	11	11	1
ENST00000822750.1	ENSG00000307022.1	ENST00000822750	ENSG00000307022	11	11	11	11	1
ENST00000822752.1	ENSG00000307022.1	ENST00000822752	ENSG00000307022	11	11	11	11	1
ENST00000822751.1	ENSG00000307022.1	ENST00000822751	ENSG00000307022	11	11	11	11	1
ENST00000822749.1	ENSG00000307022.1	ENST00000822749	ENSG00000307022	9	9	9	11	0
ENST00000822748.1	ENSG00000307022.1	ENST00000822748	ENSG00000307022	11	11	11	11	1
ENST00000822549.1	ENSG00000253164.6	ENST00000822549	ENSG00000253164	11	11	11	11	1
ENST00000519159.5	ENSG00000253164.6	ENST00000519159	ENSG00000253164	11	11	11	11	1
ENST00000822547.1	ENSG00000253164.6	ENST00000822547	ENSG00000253164	11	11	11	11	1
ENST00000822550.1	ENSG00000253164.6	ENST00000822550	ENSG00000253164	11	11	11	11	1
ENST00000822552.1	ENSG00000253164.6	ENST00000822552	ENSG00000253164	11	11	11	11	1
ENST00000822546.1	ENSG00000253164.6	ENST00000822546	ENSG00000253164	11	11	11	11	1
ENST00000521139.1	ENSG00000253164.6	ENST00000521139	ENSG00000253164	11	11	11	11	1
ENST00000822548.1	ENSG00000253164.6	ENST00000822548	ENSG00000253164	11	11	11	11	1
ENST00000822551.1	ENSG00000253164.6	ENST00000822551	ENSG00000253164	11	11	11	11	1
ENST00000848990.1	ENSG00000310308.1	ENST00000848990	ENSG00000310308	11	11	11	11	1
ENST00000752021.1	ENSG00000297952.1	ENST00000752021	ENSG00000297952	11	11	11	11	1
ENST00000778369.1	ENSG00000301347.1	ENST00000778369	ENSG00000301347	11	11	11	11	1
ENST00000778539.1	ENSG00000253300.3	ENST00000778539	ENSG00000253300	11	11	11	11	1
ENST00000656970.2	ENSG00000253300.3	ENST00000656970	ENSG00000253300	11	11	11	11	1
ENST00000517706.1	ENSG00000253300.3	ENST00000517706	ENSG00000253300	11	11	11	11	1
ENST00000656390.1	ENSG00000253300.3	ENST00000656390	ENSG00000253300	11	11	11	11	1
ENST00000518687.1	ENSG00000253300.3	ENST00000518687	ENSG00000253300	11	11	11	11	1
ENST00000826917.1	ENSG00000307535.1	ENST00000826917	ENSG00000307535	9	11	11	11	0
ENST00000523496.1	ENSG00000254260.1	ENST00000523496	ENSG00000254260	9	11	11	11	0
ENST00000701650.2	ENSG00000254092.5	ENST00000701650	ENSG00000254092	11	11	11	11	1
ENST00000795351.1	ENSG00000254092.5	ENST00000795351	ENSG00000254092	11	11	11	11	1
ENST00000667250.2	ENSG00000254092.5	ENST00000667250	ENSG00000254092	11	11	11	11	1
ENST00000795352.1	ENSG00000254092.5	ENST00000795352	ENSG00000254092	11	11	11	11	1
ENST00000662185.2	ENSG00000254092.5	ENST00000662185	ENSG00000254092	11	11	11	11	1
ENST00000662848.4	ENSG00000254092.5	ENST00000662848	ENSG00000254092	11	11	11	11	1
ENST00000657283.1	ENSG00000254092.5	ENST00000657283	ENSG00000254092	11	11	11	11	1
