gene_id	gene_name	transcript_count	alignment_strict_transcripts	bonobo_kmer_strict_transcripts	all_genomes_kmer_strict_transcripts	bonobo_three_way_transcripts	all_genomes_three_way_transcripts	expression_available	gene_expressed	expressed_sample_count	expressed_sample_fraction	mean_fpkm	median_fpkm	max_fpkm	alignment_strict	bonobo_kmer_strict	all_genomes_kmer_strict	kmer_conservation_class
ENSG00000235389.2	ENSG00000235389	1	1	1	0	1	0	True	True	34.0	0.3469387755102041	1.4979434068575639	0.0	14.6685847438465	True	True	False	Strict in bonobo only
ENSG00000225706.4	PTPRD-AS1	5	5	5	0	5	0	True	True	98.0	1.0	15.644317548929777	13.612314395538249	56.8757085002677	True	True	False	Strict in bonobo only
ENSG00000234021.1	ENSG00000234021	1	1	1	0	1	0	True	True	64.0	0.6530612244897959	3.0682642273934224	1.933848248835685	16.2131536537361	True	True	False	Strict in bonobo only
ENSG00000297341.1	ENSG00000297341	1	1	1	0	1	0	True	True	51.0	0.5204081632653061	2.191498023744059	1.182698641598525	16.851121165394	True	True	False	Strict in bonobo only
ENSG00000230920.2	ENSG00000230920	2	2	2	0	2	0	True	True	14.0	0.14285714285714285	0.4443859949502623	0.0	6.99749876739059	True	True	False	Strict in bonobo only
ENSG00000300622.1	ENSG00000300622	3	3	3	0	3	0	True	True	11.0	0.11224489795918367	0.319136648328063	0.0	7.39740847831542	True	True	False	Strict in bonobo only
ENSG00000226717.3	PTPRD-DT	6	6	6	0	6	0	True	True	87.0	0.8877551020408163	1.280223337281198	1.02556188591287	10.79556390662	True	True	False	Strict in bonobo only
ENSG00000294278.1	ENSG00000294278	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000232035.1	ENSG00000232035	1	1	1	0	1	0	True	True	51.0	0.5204081632653061	9.215536226772638	4.965727211794714	67.8726011883521	True	True	False	Strict in bonobo only
ENSG00000294427.1	ENSG00000294427	2	2	2	1	2	1	True	True	64.0	0.6530612244897959	1.2692734758199675	0.789823658620451	6.09909616894127	True	True	True	Strict across all genomes
ENSG00000270372.2	LINC03131	26	26	26	0	26	0	True	True	94.0	0.9591836734693877	3.086018314357329	2.1403703042465647	20.1558420916466	True	True	False	Strict in bonobo only
ENSG00000297650.1	ENSG00000297650	1	1	1	0	1	0	True	True	9.0	0.09183673469387756	0.29714201369917653	0.0	7.81484085010181	True	True	False	Strict in bonobo only
ENSG00000309900.1	ENSG00000309900	1	1	1	0	1	0	True	True	16.0	0.16326530612244897	0.39995642725110925	0.0	5.13661811843417	True	True	False	Strict in bonobo only
ENSG00000230365.2	ENSG00000230365	9	8	9	0	8	0	True	True	74.0	0.7551020408163265	1.1231989057617726	0.672925771888882	5.26209113346525	True	True	False	Strict in bonobo only
ENSG00000286474.2	ENSG00000286474	11	11	11	0	11	0	True	True	72.0	0.7346938775510204	0.8751631442195921	0.5246844895682895	8.54819001048241	True	True	False	Strict in bonobo only
ENSG00000305718.1	ENSG00000305718	1	1	1	0	1	0	True	True	67.0	0.6836734693877551	4.331840458232154	2.7682952390916853	31.6438701975533	True	True	False	Strict in bonobo only
ENSG00000303032.1	ENSG00000303032	4	4	4	0	4	0	True	True	3.0	0.030612244897959183	0.017228066704922367	0.0	0.776025219236534	True	True	False	Strict in bonobo only
ENSG00000285784.1	ENSG00000285784	1	0	1	0	0	0	False	False	0.0	0.0	0.0	0.0	0.0	False	False	False	Not strict in bonobo
ENSG00000224935.3	ENSG00000224935	3	3	3	0	3	0	True	True	76.0	0.7755102040816326	4.6301783701715	3.04478862695131	23.454200647336	True	True	False	Strict in bonobo only
ENSG00000235448.4	LURAP1L-AS1	11	11	11	0	11	0	True	True	96.0	0.9795918367346939	2.58339305913131	2.08572895513252	14.0952331350349	True	True	False	Strict in bonobo only
ENSG00000307465.1	ENSG00000307465	1	1	1	0	1	0	True	True	23.0	0.23469387755102042	0.19453820287469362	0.0	2.47071891225686	True	True	False	Strict in bonobo only
ENSG00000285637.3	ENSG00000285637	9	9	9	0	9	0	True	True	87.0	0.8877551020408163	0.6969915803136801	0.429365275826113	3.22766171830564	True	True	False	Strict in bonobo only
ENSG00000307493.1	ENSG00000307493	2	2	2	0	2	0	True	True	13.0	0.1326530612244898	0.5108564362872102	0.0	7.05072307809186	True	True	False	Strict in bonobo only
ENSG00000234740.2	ENSG00000234740	4	4	4	0	4	0	True	True	94.0	0.9591836734693877	9.12494611623274	7.4004910575875	37.8260064764067	True	True	False	Strict in bonobo only
ENSG00000226197.5	ENSG00000226197	36	35	36	0	35	0	True	True	92.0	0.9387755102040817	0.7958506356262685	0.6075831525928606	3.2306002365798	True	True	False	Strict in bonobo only
ENSG00000270547.7	LINC01235	15	15	15	0	15	0	True	True	75.0	0.7653061224489796	1.0250986176700185	0.802612366481922	8.71075978940246	True	True	False	Strict in bonobo only
ENSG00000309345.1	ENSG00000309345	7	7	7	0	7	0	True	True	93.0	0.9489795918367347	3.223388064576403	2.4786644626322953	13.4269723350806	True	True	False	Strict in bonobo only
ENSG00000289185.2	ENSG00000289185	23	23	23	0	23	0	True	True	94.0	0.9591836734693877	0.9741365660125495	0.8272035214767295	3.7435729762673	True	True	False	Strict in bonobo only
ENSG00000205636.3	LINC00583	1	1	1	0	1	0	True	True	1.0	0.01020408163265306	0.021944629773450613	0.0	2.15057371779816	True	True	False	Strict in bonobo only
ENSG00000296698.1	ENSG00000296698	2	2	2	0	2	0	True	True	91.0	0.9285714285714286	7.629292649872043	6.595558740476335	28.4618672407347	True	True	False	Strict in bonobo only
ENSG00000235533.1	ENSG00000235533	1	1	1	0	1	0	True	True	2.0	0.02040816326530612	0.04027084355208908	0.0	2.51015132808743	True	True	False	Strict in bonobo only
ENSG00000299834.1	ENSG00000299834	1	1	1	0	1	0	True	True	54.0	0.5510204081632653	1.0942748945995986	0.576289970099932	9.39228497424881	True	True	False	Strict in bonobo only
ENSG00000288876.1	ENSG00000288876	1	1	1	0	1	0	True	True	84.0	0.8571428571428571	3.029355563506182	2.07375208673507	17.6082252809725	True	True	False	Strict in bonobo only
ENSG00000225472.3	NFIB-AS1	8	8	8	0	8	0	True	True	98.0	1.0	3.4103120870385086	2.88628634111498	15.6510118928397	True	True	False	Strict in bonobo only
ENSG00000289969.2	ENSG00000289969	1	1	1	0	1	0	True	True	58.0	0.5918367346938775	2.880584522206428	1.558986731381495	15.2327226809845	True	True	False	Strict in bonobo only
ENSG00000309611.1	ENSG00000309611	2	2	2	0	2	0	True	True	60.0	0.6122448979591837	1.7266845173052898	1.0312168597804852	15.2368970897716	True	True	False	Strict in bonobo only
ENSG00000309593.1	ENSG00000309593	8	8	8	0	8	0	True	True	98.0	1.0	5.469439472339954	4.884040634909355	14.8303820815059	True	True	False	Strict in bonobo only
ENSG00000273399.2	ENSG00000273399	1	1	1	0	1	0	True	True	29.0	0.29591836734693877	1.1831923658091656	0.0	10.1913521917936	True	True	False	Strict in bonobo only
ENSG00000272871.1	ENSG00000272871	1	1	1	0	1	0	True	True	97.0	0.9897959183673469	7.289304805418517	5.41914527031564	43.428914071755	True	True	False	Strict in bonobo only
ENSG00000301867.1	ENSG00000301867	1	1	1	0	1	0	True	True	10.0	0.10204081632653061	0.14325097092643876	0.0	3.98190701620895	True	True	False	Strict in bonobo only
ENSG00000286500.1	ENSG00000286500	1	1	1	0	1	0	True	True	26.0	0.2653061224489796	0.23387687409815863	0.0	2.1857307252586	True	True	False	Strict in bonobo only
ENSG00000283647.1	ENSG00000283647	1	1	1	0	1	0	True	True	6.0	0.061224489795918366	0.23556490423892407	0.0	8.3543967866116	True	True	False	Strict in bonobo only
ENSG00000291185.2	ENSG00000291185	23	23	23	0	23	0	True	True	98.0	1.0	2.4386270003677053	2.03266331427688	9.00745508420078	True	True	False	Strict in bonobo only
ENSG00000299023.1	ENSG00000299023	1	1	1	0	1	0	True	True	66.0	0.673469387755102	4.435401456362726	2.6697589492304052	27.8321407520788	True	True	False	Strict in bonobo only
ENSG00000299047.1	ENSG00000299047	1	1	1	0	1	0	True	True	76.0	0.7755102040816326	6.147003594430627	3.164590304985305	29.83615950387	True	True	False	Strict in bonobo only
ENSG00000306734.1	ENSG00000306734	2	2	2	0	2	0	True	True	77.0	0.7857142857142857	5.087441258515493	3.558586729418015	29.5491769537727	True	True	False	Strict in bonobo only
ENSG00000306748.1	ENSG00000306748	2	2	2	0	2	0	True	True	19.0	0.19387755102040816	0.4704165354150862	0.0	9.77419014318536	True	True	False	Strict in bonobo only
ENSG00000298321.1	ENSG00000298321	1	1	1	0	1	0	True	True	6.0	0.061224489795918366	0.10039071746137651	0.0	2.65591534429194	True	True	False	Strict in bonobo only
ENSG00000308232.1	ENSG00000308232	4	4	4	0	4	0	True	True	90.0	0.9183673469387755	2.0400739047055807	1.632774857905235	7.67075552454525	True	True	False	Strict in bonobo only
ENSG00000294962.1	ENSG00000294962	1	1	1	0	1	0	True	True	9.0	0.09183673469387756	0.3683049820091209	0.0	8.41864753327342	True	True	False	Strict in bonobo only
ENSG00000297978.1	ENSG00000297978	1	1	1	0	1	0	True	True	17.0	0.17346938775510204	0.5096009896644493	0.0	7.451521718618	True	True	False	Strict in bonobo only
ENSG00000303278.1	ENSG00000303278	1	1	1	0	1	0	True	True	78.0	0.7959183673469388	3.453329774403292	2.0543916539851903	24.512893286471	True	True	False	Strict in bonobo only
ENSG00000205549.11	LINC03041	4	4	4	0	4	0	True	True	54.0	0.5510204081632653	1.7145377095518348	1.087805719631745	16.2167715108388	True	True	False	Strict in bonobo only
ENSG00000298303.1	ENSG00000298303	6	6	6	0	6	0	True	True	14.0	0.14285714285714285	0.1933186789099401	0.0	3.19286033856825	True	True	False	Strict in bonobo only
ENSG00000231756.1	ENSG00000231756	1	1	1	0	1	0	True	True	29.0	0.29591836734693877	1.2145647603257057	0.0	12.7433517092161	True	True	False	Strict in bonobo only
ENSG00000230694.1	ENSG00000230694	1	1	1	0	1	0	True	True	1.0	0.01020408163265306	0.022035619119990205	0.0	2.15949067375904	True	True	False	Strict in bonobo only
ENSG00000234779.2	BNC2-AS1	2	2	2	0	2	0	True	True	53.0	0.5408163265306123	2.57637081639138	1.473304570864115	22.8030703214765	True	True	False	Strict in bonobo only
ENSG00000301859.1	ENSG00000301859	1	1	1	0	1	0	True	True	17.0	0.17346938775510204	0.3891443404569384	0.0	6.79621928876343	True	True	False	Strict in bonobo only
ENSG00000237153.5	ENSG00000237153	6	6	6	0	6	0	True	True	90.0	0.9183673469387755	0.9311026932252751	0.636712158321314	6.33955497046816	True	True	False	Strict in bonobo only
ENSG00000285169.3	ENSG00000285169	4	4	4	0	4	0	True	True	40.0	0.40816326530612246	0.4880998868078743	0.0	8.95158064453426	True	True	False	Strict in bonobo only
ENSG00000298472.1	ENSG00000298472	1	1	1	0	1	0	True	True	20.0	0.20408163265306123	0.45730199699642665	0.0	6.54831542588432	True	True	False	Strict in bonobo only
ENSG00000305833.1	ENSG00000305833	2	2	2	0	2	0	True	True	37.0	0.37755102040816324	1.4668714145359205	0.0	13.025519976478	True	True	False	Strict in bonobo only
ENSG00000304312.1	ENSG00000304312	4	4	4	0	4	0	True	True	88.0	0.8979591836734694	3.311469940289295	2.55879446665182	25.0718128220318	True	True	False	Strict in bonobo only
ENSG00000227167.1	ENSG00000227167	1	1	1	0	1	0	True	True	1.0	0.01020408163265306	0.08092990823834541	0.0	7.93113100735785	True	True	False	Strict in bonobo only
ENSG00000301144.1	ENSG00000301144	4	4	4	0	4	0	True	True	65.0	0.6632653061224489	5.737287193399949	2.70527683941944	50.9002834942189	True	True	False	Strict in bonobo only
ENSG00000304884.1	ENSG00000304884	1	1	1	0	1	0	True	True	59.0	0.6020408163265306	1.7776207992842803	0.921785971750411	9.13289823209839	True	True	False	Strict in bonobo only
ENSG00000302087.1	ENSG00000302087	1	0	1	0	0	0	False	False	0.0	0.0	0.0	0.0	0.0	False	False	False	Not strict in bonobo
ENSG00000301319.1	ENSG00000301319	1	1	1	0	1	0	True	True	54.0	0.5510204081632653	9.941663008122118	2.893747252141095	79.6901312160924	True	True	False	Strict in bonobo only
ENSG00000302722.1	ENSG00000302722	2	1	2	0	1	0	True	True	67.0	0.6836734693877551	2.563194177362285	1.605175403850075	17.533620015034	True	True	False	Strict in bonobo only
ENSG00000232978.2	ENSG00000232978	1	1	1	0	1	0	True	True	84.0	0.8571428571428571	13.532963700575896	9.611287644768161	52.5096092584944	True	True	False	Strict in bonobo only
ENSG00000272842.1	ENSG00000272842	1	1	1	0	1	0	True	True	98.0	1.0	22.995139877976396	19.91135355460645	75.0774174196405	True	True	False	Strict in bonobo only
ENSG00000273226.1	ENSG00000273226	1	1	1	0	1	0	True	True	98.0	1.0	31.069687937898152	27.32309136286605	135.578673146471	True	True	False	Strict in bonobo only
ENSG00000285911.2	ENSG00000285911	2	2	2	0	2	0	True	True	78.0	0.7959183673469388	3.1745919681479315	1.833505155690835	21.735649139813	True	True	False	Strict in bonobo only
ENSG00000260912.1	ENSG00000260912	1	1	1	0	1	0	True	True	98.0	1.0	16.450237088638104	14.63617790746005	52.8539328634509	True	True	False	Strict in bonobo only
ENSG00000293266.1	ENSG00000293266	1	1	1	0	1	0	True	True	24.0	0.24489795918367346	0.7371471520440332	0.0	6.07179848274011	True	True	False	Strict in bonobo only
ENSG00000304025.1	ENSG00000304025	1	1	1	0	1	0	True	True	94.0	0.9591836734693877	39.063695620209934	21.157373266358547	280.396352581814	True	True	False	Strict in bonobo only
ENSG00000286685.4	ENSG00000286685	20	20	20	0	20	0	True	True	98.0	1.0	6.840845623086427	5.379022693545576	27.134368535542	True	True	False	Strict in bonobo only
ENSG00000297908.1	ENSG00000297908	1	1	1	0	1	0	True	True	15.0	0.15306122448979592	0.6249119027399596	0.0	9.59505816124465	True	True	False	Strict in bonobo only
ENSG00000297880.1	ENSG00000297880	2	2	2	0	2	0	True	True	47.0	0.47959183673469385	0.5321856558320688	0.0	5.97984866438193	True	True	False	Strict in bonobo only
ENSG00000261402.1	ENSG00000261402	1	1	1	0	1	0	True	True	95.0	0.9693877551020408	2.9439234226249162	2.13096962255746	34.3481845987	True	True	False	Strict in bonobo only
ENSG00000295175.1	ENSG00000295175	1	1	1	0	1	0	True	True	5.0	0.05102040816326531	0.2208670423604809	0.0	6.65174547122562	True	True	False	Strict in bonobo only
ENSG00000295192.1	ENSG00000295192	3	3	3	0	3	0	True	True	8.0	0.08163265306122448	0.13394971042435655	0.0	3.0682633520504	True	True	False	Strict in bonobo only
ENSG00000307767.1	ENSG00000307767	1	1	1	0	1	0	True	True	8.0	0.08163265306122448	0.34263691710658134	0.0	6.26664420701383	True	True	False	Strict in bonobo only
ENSG00000298581.1	ENSG00000298581	1	1	1	0	1	0	True	True	3.0	0.030612244897959183	0.14020131821290674	0.0	6.40461681670739	True	True	False	Strict in bonobo only
ENSG00000298695.1	ENSG00000298695	1	1	1	0	1	0	True	True	48.0	0.4897959183673469	1.5410822097037116	0.0	12.0921517345062	True	True	False	Strict in bonobo only
ENSG00000301296.1	ENSG00000301296	2	2	2	0	2	0	True	True	9.0	0.09183673469387756	0.09903930244375606	0.0	1.87514292925389	True	True	False	Strict in bonobo only
ENSG00000227071.2	FOCAD-AS1	2	2	2	0	2	0	True	True	80.0	0.8163265306122449	3.8414221472164516	2.6016158658578847	21.7572778964854	True	True	False	Strict in bonobo only
ENSG00000294829.1	ENSG00000294829	2	2	2	0	2	0	True	True	82.0	0.8367346938775511	2.2639396461011074	1.94665442714184	13.177518248876	True	True	False	Strict in bonobo only
ENSG00000301340.1	ENSG00000301340	6	6	6	0	6	0	True	True	98.0	1.0	15.908416582690418	13.11048731918605	86.0331614820931	True	True	False	Strict in bonobo only
ENSG00000171889.8	MIR31HG	56	56	56	0	56	0	True	True	98.0	1.0	1.72562884948557	1.476481655273105	8.56289491474145	True	True	False	Strict in bonobo only
ENSG00000261696.1	ENSG00000261696	1	1	1	0	1	0	True	True	85.0	0.8673469387755102	5.0702448585190485	2.57346749490701	53.4143965136943	True	True	False	Strict in bonobo only
ENSG00000299739.1	ENSG00000299739	3	3	3	0	3	0	True	True	37.0	0.37755102040816324	0.461431848299486	0.0	4.27596330645158	True	True	False	Strict in bonobo only
ENSG00000299763.1	ENSG00000299763	1	1	1	0	1	0	True	True	65.0	0.6632653061224489	4.0444376921845375	2.25266448985389	29.1490014608751	True	True	False	Strict in bonobo only
ENSG00000264545.2	ENSG00000264545	1	0	1	0	0	0	False	False	0.0	0.0	0.0	0.0	0.0	False	False	False	Not strict in bonobo
ENSG00000265194.1	ENSG00000265194	1	1	1	0	1	0	True	True	96.0	0.9795918367346939	4.342462056812651	3.25922441308039	19.8335689723187	True	True	False	Strict in bonobo only
ENSG00000279670.1	ENSG00000279670	1	1	1	0	1	0	True	True	93.0	0.9489795918367347	4.94476825243876	3.7258287040283	28.0381570516678	True	True	False	Strict in bonobo only
ENSG00000224854.4	CDKN2A-AS1	3	3	3	0	3	0	True	True	39.0	0.3979591836734694	0.44181114699075624	0.0	6.35155092240289	True	True	False	Strict in bonobo only
ENSG00000240498.10	CDKN2B-AS1	37	37	37	0	37	0	True	True	98.0	1.0	0.8434494927796513	0.7634705202828576	3.41220235206307	True	True	False	Strict in bonobo only
ENSG00000266446.1	ENSG00000266446	1	1	1	0	1	0	True	True	5.0	0.05102040816326531	0.1286372684474993	0.0	5.1186063631878	True	True	False	Strict in bonobo only
ENSG00000298449.1	ENSG00000298449	1	1	1	0	1	0	True	True	8.0	0.08163265306122448	0.3332382669664224	0.0	9.93325291106889	True	True	False	Strict in bonobo only
ENSG00000236921.2	ENSG00000236921	2	2	2	0	2	0	True	True	28.0	0.2857142857142857	0.7074803857587383	0.0	8.25322163406055	True	True	False	Strict in bonobo only
ENSG00000299280.1	ENSG00000299280	3	3	3	0	3	0	True	True	61.0	0.6224489795918368	1.2382508451632703	0.838395958527394	6.9646537803188	True	True	False	Strict in bonobo only
ENSG00000289901.2	ENSG00000289901	1	0	1	1	0	0	False	False	0.0	0.0	0.0	0.0	0.0	False	False	False	Not strict in bonobo
ENSG00000234840.3	LINC01239	4	4	4	0	4	0	True	True	58.0	0.5918367346938775	0.3239526746733023	0.21770076768748248	1.62437751628178	True	True	False	Strict in bonobo only
ENSG00000284418.4	LINC03142	22	21	22	0	21	0	True	True	78.0	0.7959183673469388	0.5148085036421943	0.426053410801722	2.10154757900672	True	True	False	Strict in bonobo only
ENSG00000224549.1	ENSG00000224549	1	1	1	0	1	0	True	True	4.0	0.04081632653061224	0.07355336662210106	0.0	3.02378257305143	True	True	False	Strict in bonobo only
ENSG00000305822.1	ENSG00000305822	4	4	4	0	4	0	True	True	38.0	0.3877551020408163	0.5388382388609282	0.0	4.16323397617247	True	True	False	Strict in bonobo only
ENSG00000287696.1	ENSG00000287696	1	1	1	0	1	0	True	True	46.0	0.46938775510204084	0.9858342588114444	0.0	6.38149941037497	True	True	False	Strict in bonobo only
ENSG00000283982.2	ENSG00000283982	9	9	9	0	9	0	True	True	97.0	0.9897959183673469	1.8707596462697496	1.4228424754170899	6.7772687221742	True	True	False	Strict in bonobo only
ENSG00000231460.3	ENSG00000231460	9	9	9	0	9	0	True	True	75.0	0.7653061224489796	0.5792011201178637	0.41518483911874804	3.51860894532042	True	True	False	Strict in bonobo only
ENSG00000306240.1	ENSG00000306240	2	2	2	0	2	0	True	True	34.0	0.3469387755102041	1.0526654498579726	0.0	14.5427541411001	True	True	False	Strict in bonobo only
ENSG00000300787.2	ENSG00000300787	9	9	9	0	9	0	True	True	88.0	0.8979591836734694	1.3446838201616544	1.0187892000071401	7.97192307824458	True	True	False	Strict in bonobo only
ENSG00000237414.2	ENSG00000237414	1	1	1	0	1	0	True	True	52.0	0.5306122448979592	1.8070358990248767	1.0093724669875486	11.8046358965414	True	True	False	Strict in bonobo only
ENSG00000269957.8	ENSG00000269957	5	5	5	0	5	0	True	True	22.0	0.22448979591836735	0.22904179582436499	0.0	2.89499393788269	True	True	False	Strict in bonobo only
ENSG00000309091.2	ENSG00000309091	2	2	2	0	2	0	True	True	80.0	0.8163265306122449	3.6804555780323636	2.51273584939862	19.3868951431266	True	True	False	Strict in bonobo only
ENSG00000309076.1	ENSG00000309076	2	2	2	0	2	0	True	True	30.0	0.30612244897959184	0.3532329927332351	0.0	2.68814194593763	True	True	False	Strict in bonobo only
ENSG00000295812.1	ENSG00000295812	6	6	6	0	6	0	True	True	69.0	0.7040816326530612	3.047961615679804	1.91638890870271	16.5975986644045	True	True	False	Strict in bonobo only
ENSG00000298250.1	ENSG00000298250	3	3	3	0	3	0	True	True	36.0	0.3673469387755102	0.61769739110101	0.0	5.93622582474407	True	True	False	Strict in bonobo only
ENSG00000298267.1	ENSG00000298267	1	1	1	0	1	0	True	True	26.0	0.2653061224489796	0.7827662292326243	0.0	11.9372981477491	True	True	False	Strict in bonobo only
ENSG00000287318.1	ENSG00000287318	1	1	1	0	1	0	True	True	78.0	0.7959183673469388	0.9910817747903417	0.710442344567352	4.40297035695915	True	True	False	Strict in bonobo only
ENSG00000298275.1	ENSG00000298275	1	1	1	0	1	0	True	True	56.0	0.5714285714285714	5.896701161183564	3.91005915034467	53.5563763605795	True	True	False	Strict in bonobo only
ENSG00000236306.4	LINC01241	8	8	8	0	8	0	True	True	82.0	0.8367346938775511	1.1540434777178221	0.9171366119831035	6.83240479350844	True	True	False	Strict in bonobo only
ENSG00000300408.1	ENSG00000300408	1	1	1	0	1	0	True	True	24.0	0.24489795918367346	1.52974423362187	0.0	29.9332416443932	True	True	False	Strict in bonobo only
ENSG00000276759.2	LINC03106	1	1	1	0	1	0	True	True	31.0	0.3163265306122449	0.24495210529527647	0.0	2.50603597088976	True	True	False	Strict in bonobo only
ENSG00000309811.1	ENSG00000309811	5	5	5	0	5	0	True	True	68.0	0.6938775510204082	1.3929238167978308	0.8628544963681505	9.9253890459256	True	True	False	Strict in bonobo only
ENSG00000279256.1	ENSG00000279256	1	1	1	0	1	0	True	True	9.0	0.09183673469387756	0.07723960204934588	0.0	1.5614713600033	True	True	False	Strict in bonobo only
ENSG00000254261.2	ENSG00000254261	3	3	3	0	3	0	True	True	30.0	0.30612244897959184	0.5264305429956219	0.0	4.61246459887295	True	True	False	Strict in bonobo only
ENSG00000295750.1	ENSG00000295750	1	1	1	0	1	0	True	True	98.0	1.0	37.60136396428829	36.84259570281135	115.786816254897	True	True	False	Strict in bonobo only
ENSG00000234676.2	IFT74-AS1	2	2	2	0	2	0	True	True	28.0	0.2857142857142857	0.6457307588860046	0.0	7.01493312306492	True	True	False	Strict in bonobo only
ENSG00000297562.1	ENSG00000297562	1	1	1	0	1	0	True	True	93.0	0.9489795918367347	33.54149087482351	25.459922836474547	178.667143112382	True	True	False	Strict in bonobo only
ENSG00000306113.1	ENSG00000306113	1	1	1	0	1	0	True	True	71.0	0.7244897959183674	2.0202900520128564	1.3904167906827452	9.64810768009847	True	True	False	Strict in bonobo only
ENSG00000299499.1	ENSG00000299499	1	1	1	0	1	0	True	True	43.0	0.4387755102040816	2.8552170083196837	0.0	28.9251557054871	True	True	False	Strict in bonobo only
ENSG00000254396.1	ENSG00000254396	1	1	1	0	1	0	True	True	46.0	0.46938775510204084	1.958404058755369	0.0	12.3865043189015	True	True	False	Strict in bonobo only
ENSG00000304245.1	ENSG00000304245	2	2	2	0	2	0	True	True	44.0	0.4489795918367347	2.4064180041583505	0.0	21.2925593394731	True	True	False	Strict in bonobo only
ENSG00000291187.2	REXO6P	3	3	3	0	3	0	True	True	97.0	0.9897959183673469	1.8895022589730568	1.6092323318956252	7.96848913739723	True	True	False	Strict in bonobo only
ENSG00000308922.1	ENSG00000308922	1	1	1	0	1	0	True	True	9.0	0.09183673469387756	0.6321890236633987	0.0	10.36732360595	True	True	False	Strict in bonobo only
ENSG00000308938.1	ENSG00000308938	1	1	1	0	1	0	True	True	9.0	0.09183673469387756	0.44662969031040334	0.0	15.4328643117136	True	True	False	Strict in bonobo only
ENSG00000237734.1	ENSG00000237734	1	1	1	0	1	0	True	True	43.0	0.4387755102040816	1.5256078278258867	0.0	12.9826547652074	True	True	False	Strict in bonobo only
ENSG00000300243.1	ENSG00000300243	1	1	1	0	1	0	True	True	60.0	0.6122448979591837	7.366332461107205	2.47409719203823	86.7744299448145	True	True	False	Strict in bonobo only
ENSG00000287355.2	ENSG00000287355	2	2	2	0	2	0	True	True	79.0	0.8061224489795918	3.0523110598704224	1.7272309254994	41.2457537496515	True	True	False	Strict in bonobo only
ENSG00000285103.2	EMICERI	2	2	2	0	2	0	True	True	98.0	1.0	4.313510337578025	3.35707844900987	17.4611005739831	True	True	False	Strict in bonobo only
ENSG00000307594.1	ENSG00000307594	9	9	9	0	9	0	True	True	72.0	0.7346938775510204	0.8350657979039737	0.5440581114950129	4.61999520407537	True	True	False	Strict in bonobo only
ENSG00000307610.1	ENSG00000307610	2	2	2	0	2	0	True	True	17.0	0.17346938775510204	0.2682769121659149	0.0	3.0821830483218	True	True	False	Strict in bonobo only
ENSG00000294991.1	ENSG00000294991	1	1	1	0	1	0	True	True	3.0	0.030612244897959183	0.14410076197631988	0.0	8.13778705738676	True	True	False	Strict in bonobo only
ENSG00000260390.1	ENSG00000260390	1	1	1	0	1	0	True	True	65.0	0.6632653061224489	1.0108717134579037	0.666942378886016	6.00800105206347	True	True	False	Strict in bonobo only
ENSG00000260412.1	ENSG00000260412	1	1	1	0	1	0	True	True	98.0	1.0	19.635074593787277	16.587323166539	115.573123728977	True	True	False	Strict in bonobo only
ENSG00000305568.1	ENSG00000305568	2	2	2	0	2	0	True	True	9.0	0.09183673469387756	0.25816561662287285	0.0	4.96923091968379	True	True	False	Strict in bonobo only
ENSG00000305588.1	ENSG00000305588	1	1	1	0	1	0	True	True	14.0	0.14285714285714285	0.6340907489633459	0.0	10.5624900943647	True	True	False	Strict in bonobo only
ENSG00000287551.2	ENSG00000287551	1	1	1	0	1	0	True	True	87.0	0.8877551020408163	9.165245091982294	4.812821343225735	54.1857131329777	True	True	False	Strict in bonobo only
ENSG00000302413.1	ENSG00000302413	1	1	1	0	1	0	True	True	2.0	0.02040816326530612	0.059290855972726736	0.0	3.2812814900483	True	True	False	Strict in bonobo only
ENSG00000302398.1	ENSG00000302398	1	1	1	0	1	0	True	True	89.0	0.9081632653061225	14.33777372335492	9.331680096950056	69.2155141314547	True	True	False	Strict in bonobo only
ENSG00000287038.4	ENSG00000287038	4	4	4	0	4	0	True	True	96.0	0.9795918367346939	3.9109060491668437	2.6227040583467103	16.8203025037632	True	True	False	Strict in bonobo only
ENSG00000300910.1	ENSG00000300910	2	2	2	0	2	0	True	True	35.0	0.35714285714285715	0.5638748995708618	0.0	6.46677163340691	True	True	False	Strict in bonobo only
ENSG00000300964.1	ENSG00000300964	1	1	1	0	1	0	True	True	1.0	0.01020408163265306	0.02172674392832816	0.0	2.12922090497616	True	True	False	Strict in bonobo only
ENSG00000300941.2	ENSG00000300941	2	2	2	0	2	0	True	True	17.0	0.17346938775510204	0.24243165403633365	0.0	4.07288029928208	True	True	False	Strict in bonobo only
ENSG00000300227.1	ENSG00000300227	2	2	2	0	2	0	True	True	1.0	0.01020408163265306	0.03188427971555173	0.0	3.12465941212407	True	True	False	Strict in bonobo only
ENSG00000310454.1	ENSG00000310454	3	3	3	0	3	0	True	True	10.0	0.10204081632653061	0.11065599931358232	0.0	1.78863810215194	True	True	False	Strict in bonobo only
ENSG00000310559.1	ENSG00000310559	1	1	1	0	1	0	True	True	10.0	0.10204081632653061	0.1075728745099416	0.0	2.24898134947991	True	True	False	Strict in bonobo only
ENSG00000303607.1	ENSG00000303607	1	1	1	0	1	0	True	True	2.0	0.02040816326530612	0.06735371676629	0.0	3.94822181880871	True	True	False	Strict in bonobo only
